2.60, 8.788000, -8.976041, 1.5653
2.62, 8.992364, -9.045361, 1.6315
2.64, 9.199872, -9.102510, 1.6955
2.66, 9.410548, -9.148270, 1.7532
2.68, 9.624416, -9.183099, 1.8064
2.70, 9.841500, -9.207495, 1.8573
2.72, 10.061824, -9.222954, 1.9068
2.74, 10.285412, -9.230073, 1.9536
2.76, 10.512288, -9.229366, 1.9955
2.78, 10.742476, -9.221042, 2.0318
2.80, 10.976000, -9.205544, 2.0650
