 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.20550000E+01  0.29145484E+06  0.29145484E+06  0.47353854E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20978000E+01  0.31089534E+06  0.31089534E+06  0.48436801E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21406000E+01  0.33660136E+06  0.33660136E+06  0.48729669E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21834000E+01  0.37225576E+06  0.37225576E+06  0.48592997E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22262000E+01  0.41919164E+06  0.41919164E+06  0.48712394E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22690000E+01  0.47023067E+06  0.47023067E+06  0.49157762E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23119000E+01  0.51507182E+06  0.51507182E+06  0.49007277E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23547000E+01  0.54900865E+06  0.54900865E+06  0.47887715E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23975000E+01  0.57239982E+06  0.57239982E+06  0.46529477E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24403000E+01  0.58667037E+06  0.58667037E+06  0.45505380E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24831000E+01  0.59250143E+06  0.59250143E+06  0.44909084E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25259000E+01  0.59019934E+06  0.59019934E+06  0.44580420E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25687000E+01  0.58093602E+06  0.58093602E+06  0.44401085E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26115000E+01  0.56794356E+06  0.56794356E+06  0.44299258E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26544000E+01  0.55718412E+06  0.55718412E+06  0.44256303E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26972000E+01  0.55153911E+06  0.55153911E+06  0.44272841E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27400000E+01  0.54433622E+06  0.54433622E+06  0.44337518E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27828000E+01  0.53235607E+06  0.53235607E+06  0.44400431E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28256000E+01  0.51994871E+06  0.51994871E+06  0.44439338E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28684000E+01  0.50992323E+06  0.50992323E+06  0.44413325E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29112000E+01  0.50294018E+06  0.50294018E+06  0.44349821E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29540000E+01  0.49911882E+06  0.49911882E+06  0.44257049E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29969000E+01  0.49856718E+06  0.49856718E+06  0.44254638E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30397000E+01  0.50096574E+06  0.50096574E+06  0.44595798E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30825000E+01  0.50510720E+06  0.50510720E+06  0.45367132E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31253000E+01  0.50905150E+06  0.50905150E+06  0.45724161E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31681000E+01  0.51141988E+06  0.51141988E+06  0.44462667E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32109000E+01  0.51187022E+06  0.51187022E+06  0.42477921E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32537000E+01  0.51051222E+06  0.51051222E+06  0.40827114E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32965000E+01  0.50748319E+06  0.50748319E+06  0.39645243E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.33394000E+01  0.50292822E+06  0.50292822E+06  0.38794686E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.33822000E+01  0.49690597E+06  0.49690597E+06  0.38148894E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.34250000E+01  0.48939840E+06  0.48939840E+06  0.37666418E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.34678000E+01  0.48021001E+06  0.48021001E+06  0.37297953E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
