 #Energy    XX(cm^-1)       YY(cm^-1)      ZZ(cm^-1)       XY(cm^-1)       YZ(cm^-1)       XZ(cm^-1)
 14.1333  1.81449225E+06  1.81449225E+06  1.81449225E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.1975  1.80325196E+06  1.80325196E+06  1.80325196E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.2618  1.79287892E+06  1.79287892E+06  1.79287892E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.3260  1.77721158E+06  1.77721158E+06  1.77721158E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.3903  1.74202764E+06  1.74202764E+06  1.74202764E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.4545  1.67907592E+06  1.67907592E+06  1.67907592E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.5188  1.59770517E+06  1.59770517E+06  1.59770517E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.5830  1.52465994E+06  1.52465994E+06  1.52465994E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.6472  1.48785148E+06  1.48785148E+06  1.48785148E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.7115  1.49496469E+06  1.49496469E+06  1.49496469E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.7757  1.53217417E+06  1.53217417E+06  1.53217417E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.8400  1.58073989E+06  1.58073989E+06  1.58073989E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.9042  1.62748218E+06  1.62748218E+06  1.62748218E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 14.9684  1.66423121E+06  1.66423121E+06  1.66423121E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.0327  1.68368822E+06  1.68368822E+06  1.68368822E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.0969  1.67862368E+06  1.67862368E+06  1.67862368E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.1612  1.64582002E+06  1.64582002E+06  1.64582002E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.2254  1.58978651E+06  1.58978651E+06  1.58978651E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.2897  1.52328626E+06  1.52328626E+06  1.52328626E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.3539  1.46215014E+06  1.46215014E+06  1.46215014E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.4181  1.41745239E+06  1.41745239E+06  1.41745239E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.4824  1.39151896E+06  1.39151896E+06  1.39151896E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.5466  1.38399818E+06  1.38399818E+06  1.38399818E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.6109  1.39770492E+06  1.39770492E+06  1.39770492E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.6751  1.43590742E+06  1.43590742E+06  1.43590742E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.7394  1.49357002E+06  1.49357002E+06  1.49357002E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.8036  1.55342874E+06  1.55342874E+06  1.55342874E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.8678  1.59431053E+06  1.59431053E+06  1.59431053E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.9321  1.60506802E+06  1.60506802E+06  1.60506802E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 15.9963  1.59336161E+06  1.59336161E+06  1.59336161E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.0606  1.57768934E+06  1.57768934E+06  1.57768934E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.1248  1.56848695E+06  1.56848695E+06  1.56848695E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.1891  1.56193050E+06  1.56193050E+06  1.56193050E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.2533  1.55382842E+06  1.55382842E+06  1.55382842E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.3175  1.55416017E+06  1.55416017E+06  1.55416017E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.3818  1.58035519E+06  1.58035519E+06  1.58035519E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.4460  1.63916404E+06  1.63916404E+06  1.63916404E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.5103  1.72106739E+06  1.72106739E+06  1.72106739E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.5745  1.80982442E+06  1.80982442E+06  1.80982442E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.6387  1.89251227E+06  1.89251227E+06  1.89251227E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.7030  1.96134965E+06  1.96134965E+06  1.96134965E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.7672  2.01218384E+06  2.01218384E+06  2.01218384E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.8315  2.04539612E+06  2.04539612E+06  2.04539612E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.8957  2.06848646E+06  2.06848646E+06  2.06848646E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 16.9600  2.09437322E+06  2.09437322E+06  2.09437322E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.0242  2.13392094E+06  2.13392094E+06  2.13392094E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.0884  2.18987631E+06  2.18987631E+06  2.18987631E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.1527  2.25727393E+06  2.25727393E+06  2.25727393E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.2169  2.32742398E+06  2.32742398E+06  2.32742398E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.2812  2.39121371E+06  2.39121371E+06  2.39121371E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.3454  2.44032189E+06  2.44032189E+06  2.44032189E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.4097  2.46959612E+06  2.46959612E+06  2.46959612E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.4739  2.47810146E+06  2.47810146E+06  2.47810146E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.5381  2.46830405E+06  2.46830405E+06  2.46830405E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.6024  2.44359132E+06  2.44359132E+06  2.44359132E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.6666  2.40838738E+06  2.40838738E+06  2.40838738E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.7309  2.36910793E+06  2.36910793E+06  2.36910793E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.7951  2.33296621E+06  2.33296621E+06  2.33296621E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.8593  2.30465723E+06  2.30465723E+06  2.30465723E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.9236  2.28614768E+06  2.28614768E+06  2.28614768E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 17.9878  2.28024166E+06  2.28024166E+06  2.28024166E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.0521  2.29241471E+06  2.29241471E+06  2.29241471E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.1163  2.32555659E+06  2.32555659E+06  2.32555659E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.1806  2.37249755E+06  2.37249755E+06  2.37249755E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.2448  2.41589753E+06  2.41589753E+06  2.41589753E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.3090  2.43879985E+06  2.43879985E+06  2.43879985E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.3733  2.43597525E+06  2.43597525E+06  2.43597525E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.4375  2.41837754E+06  2.41837754E+06  2.41837754E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.5018  2.40514294E+06  2.40514294E+06  2.40514294E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.5660  2.40825757E+06  2.40825757E+06  2.40825757E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.6303  2.42578659E+06  2.42578659E+06  2.42578659E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.6945  2.44722460E+06  2.44722460E+06  2.44722460E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.7587  2.46279225E+06  2.46279225E+06  2.46279225E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.8230  2.46701940E+06  2.46701940E+06  2.46701940E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.8872  2.45829775E+06  2.45829775E+06  2.45829775E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 18.9515  2.44333072E+06  2.44333072E+06  2.44333072E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 19.0157  2.43899797E+06  2.43899797E+06  2.43899797E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 19.0800  2.46258045E+06  2.46258045E+06  2.46258045E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 19.1442  2.51465884E+06  2.51465884E+06  2.51465884E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 19.2084  2.57567056E+06  2.57567056E+06  2.57567056E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
 19.2727  2.62099699E+06  2.62099699E+06  2.62099699E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
