 #Energy       XX              YY             ZZ              XY              YZ              XZ       
 #Energy       XX              YY             ZZ              XY              YZ              XZ       
  3.3406  4.09942616E+00  4.09942616E+00  4.09942616E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  3.4048  4.10099002E+00  4.10099002E+00  4.10099002E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  3.4691  4.05509855E+00  4.05509855E+00  4.05509855E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  3.5333  3.94699910E+00  3.94699910E+00  3.94699910E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  3.5976  3.78434791E+00  3.78434791E+00  3.78434791E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  3.6618  3.60504695E+00  3.60504695E+00  3.60504695E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  3.7261  3.46177393E+00  3.46177393E+00  3.46177393E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  3.7903  3.38925651E+00  3.38925651E+00  3.38925651E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  3.8545  3.37944153E+00  3.37944153E+00  3.37944153E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  3.9188  3.39452855E+00  3.39452855E+00  3.39452855E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  3.9830  3.40618767E+00  3.40618767E+00  3.40618767E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.0473  3.41535795E+00  3.41535795E+00  3.41535795E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.1115  3.43959441E+00  3.43959441E+00  3.43959441E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.1757  3.48784397E+00  3.48784397E+00  3.48784397E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.2400  3.54566116E+00  3.54566116E+00  3.54566116E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.3042  3.58312523E+00  3.58312523E+00  3.58312523E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.3685  3.57891044E+00  3.57891044E+00  3.57891044E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.4327  3.54060527E+00  3.54060527E+00  3.54060527E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.4970  3.50441544E+00  3.50441544E+00  3.50441544E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.5612  3.50984606E+00  3.50984606E+00  3.50984606E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.6254  3.56615724E+00  3.56615724E+00  3.56615724E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.6897  3.64627122E+00  3.64627122E+00  3.64627122E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.7539  3.71607656E+00  3.71607656E+00  3.71607656E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.8182  3.75998462E+00  3.75998462E+00  3.75998462E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.8824  3.78033170E+00  3.78033170E+00  3.78033170E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  4.9467  3.78567630E+00  3.78567630E+00  3.78567630E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.0109  3.78078486E+00  3.78078486E+00  3.78078486E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.0751  3.75758486E+00  3.75758486E+00  3.75758486E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.1394  3.69139487E+00  3.69139487E+00  3.69139487E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.2036  3.55406511E+00  3.55406511E+00  3.55406511E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.2679  3.33854280E+00  3.33854280E+00  3.33854280E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.3321  3.07185103E+00  3.07185103E+00  3.07185103E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.3964  2.80334126E+00  2.80334126E+00  2.80334126E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.4606  2.57640374E+00  2.57640374E+00  2.57640374E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.5248  2.40571196E+00  2.40571196E+00  2.40571196E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.5891  2.27875663E+00  2.27875663E+00  2.27875663E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.6533  2.17706286E+00  2.17706286E+00  2.17706286E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.7176  2.09141524E+00  2.09141524E+00  2.09141524E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.7818  2.01817813E+00  2.01817813E+00  2.01817813E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.8460  1.95029308E+00  1.95029308E+00  1.95029308E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.9103  1.87831797E+00  1.87831797E+00  1.87831797E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  5.9745  1.79847365E+00  1.79847365E+00  1.79847365E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  6.0388  1.71497117E+00  1.71497117E+00  1.71497117E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  6.1030  1.63399406E+00  1.63399406E+00  1.63399406E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
