 #Energy       XX              YY             ZZ              XY              YZ              XZ       
 10.6642  2.16740757E-01  2.16740757E-01  2.16740757E-01             NaN             NaN             NaN
 10.7285  2.26519890E-01  2.26519890E-01  2.26519890E-01             NaN             NaN             NaN
 10.7927  2.36727696E-01  2.36727696E-01  2.36727696E-01             NaN             NaN             NaN
 10.8569  2.47266772E-01  2.47266772E-01  2.47266772E-01             NaN             NaN             NaN
 10.9212  2.55524823E-01  2.55524823E-01  2.55524823E-01             NaN             NaN             NaN
 10.9854  2.56767900E-01  2.56767900E-01  2.56767900E-01             NaN             NaN             NaN
 11.0497  2.49379580E-01  2.49379580E-01  2.49379580E-01             NaN             NaN             NaN
 11.1139  2.37358745E-01  2.37358745E-01  2.37358745E-01             NaN             NaN             NaN
 11.1782  2.25822289E-01  2.25822289E-01  2.25822289E-01             NaN             NaN             NaN
 11.2424  2.17261769E-01  2.17261769E-01  2.17261769E-01             NaN             NaN             NaN
 11.3066  2.11632260E-01  2.11632260E-01  2.11632260E-01             NaN             NaN             NaN
 11.3709  2.07908581E-01  2.07908581E-01  2.07908581E-01             NaN             NaN             NaN
 11.4351  2.05766668E-01  2.05766668E-01  2.05766668E-01             NaN             NaN             NaN
 11.4994  2.06399080E-01  2.06399080E-01  2.06399080E-01             NaN             NaN             NaN
 11.5636  2.12014476E-01  2.12014476E-01  2.12014476E-01             NaN             NaN             NaN
 11.6278  2.24290334E-01  2.24290334E-01  2.24290334E-01             NaN             NaN             NaN
 11.6921  2.41422282E-01  2.41422282E-01  2.41422282E-01             NaN             NaN             NaN
 11.7563  2.55776786E-01  2.55776786E-01  2.55776786E-01             NaN             NaN             NaN
 11.8206  2.59721858E-01  2.59721858E-01  2.59721858E-01             NaN             NaN             NaN
 11.8848  2.55168556E-01  2.55168556E-01  2.55168556E-01             NaN             NaN             NaN
 11.9491  2.50256684E-01  2.50256684E-01  2.50256684E-01             NaN             NaN             NaN
 12.0133  2.51708467E-01  2.51708467E-01  2.51708467E-01             NaN             NaN             NaN
 12.0775  2.62469471E-01  2.62469471E-01  2.62469471E-01             NaN             NaN             NaN
