 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.62714000E+01  0.22094416E+07  0.22094416E+07  0.22094416E+07  0.11100003E+05  0.11100003E+05  0.11100003E+05
  0.63066000E+01  0.21927222E+07  0.21927222E+07  0.21927222E+07  0.11162305E+05  0.11162305E+05  0.11162305E+05
  0.63419000E+01  0.21739037E+07  0.21739037E+07  0.21739037E+07  0.10163259E+05  0.10163259E+05  0.10163259E+05
  0.63771000E+01  0.21530056E+07  0.21530056E+07  0.21530056E+07  0.91407495E+04  0.91407495E+04  0.91407495E+04
  0.64123000E+01  0.21308843E+07  0.21308843E+07  0.21308843E+07  0.91912041E+04  0.91912041E+04  0.91912041E+04
  0.64476000E+01  0.21091407E+07  0.21091407E+07  0.21091407E+07  0.67948895E+04  0.67948895E+04  0.67948895E+04
  0.64828000E+01  0.20897379E+07  0.20897379E+07  0.20897379E+07  0.68319855E+04  0.68319855E+04  0.68319855E+04
  0.65180000E+01  0.20745798E+07  0.20745798E+07  0.20745798E+07  0.66062946E+04  0.66062946E+04  0.66062946E+04
  0.65533000E+01  0.20648400E+07  0.20648400E+07  0.20648400E+07  0.66420728E+04  0.66420728E+04  0.66420728E+04
  0.65885000E+01  0.20604876E+07  0.20604876E+07  0.20604876E+07  0.73367374E+04  0.73367374E+04  0.73367374E+04
  0.66237000E+01  0.20604766E+07  0.20604766E+07  0.20604766E+07  0.73759350E+04  0.73759350E+04  0.73759350E+04
  0.66590000E+01  0.20629446E+07  0.20629446E+07  0.20629446E+07  0.98224326E+04  0.98224326E+04  0.98224326E+04
  0.66942000E+01  0.20656543E+07  0.20656543E+07  0.20656543E+07  0.12330532E+05  0.12330532E+05  0.12330532E+05
  0.67294000E+01  0.20666952E+07  0.20666952E+07  0.20666952E+07  0.12395369E+05  0.12395369E+05  0.12395369E+05
  0.67647000E+01  0.20647144E+07  0.20647144E+07  0.20647144E+07  0.13047449E+05  0.13047449E+05  0.13047449E+05
  0.67999000E+01  0.20590684E+07  0.20590684E+07  0.20590684E+07  0.13784027E+05  0.13784027E+05  0.13784027E+05
  0.68351000E+01  0.20500989E+07  0.20500989E+07  0.20500989E+07  0.14557179E+05  0.14557179E+05  0.14557179E+05
  0.68704000E+01  0.20389511E+07  0.20389511E+07  0.20389511E+07  0.14206632E+05  0.14206632E+05  0.14206632E+05
  0.69056000E+01  0.20272719E+07  0.20272719E+07  0.20272719E+07  0.13171382E+05  0.13171382E+05  0.13171382E+05
  0.69408000E+01  0.20170206E+07  0.20170206E+07  0.20170206E+07  0.12184669E+05  0.12184669E+05  0.12184669E+05
  0.69761000E+01  0.20098392E+07  0.20098392E+07  0.20098392E+07  0.11271746E+05  0.11271746E+05  0.11271746E+05
  0.70113000E+01  0.20065437E+07  0.20065437E+07  0.20065437E+07  0.10449557E+05  0.10449557E+05  0.10449557E+05
  0.70465000E+01  0.20069189E+07  0.20069189E+07  0.20069189E+07  0.10502018E+05  0.10502018E+05  0.10502018E+05
  0.70818000E+01  0.20097416E+07  0.20097416E+07  0.20097416E+07  0.85396188E+04  0.85396188E+04  0.85396188E+04
  0.71170000E+01  0.20130496E+07  0.20130496E+07  0.20130496E+07  0.72134088E+04  0.72134088E+04  0.72134088E+04
  0.71522000E+01  0.20148533E+07  0.20148533E+07  0.20148533E+07  0.51258776E+04  0.51258776E+04  0.51258776E+04
  0.71875000E+01  0.20135232E+07  0.20135232E+07  0.20135232E+07  0.35394842E+04  0.35394842E+04  0.35394842E+04
  0.72227000E+01  0.20081099E+07  0.20081099E+07  0.20081099E+07  0.40281313E+04  0.40281313E+04  0.40281313E+04
  0.72579000E+01  0.19986194E+07  0.19986194E+07  0.19986194E+07  0.20954096E+04  0.20954096E+04  0.20954096E+04
  0.72932000E+01  0.19856926E+07  0.19856926E+07  0.19856926E+07  0.25395996E+04  0.25395996E+04  0.25395996E+04
  0.73284000E+01  0.19702733E+07  0.19702733E+07  0.19702733E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.73636000E+01  0.19534188E+07  0.19534188E+07  0.19534188E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.73989000E+01  0.19359567E+07  0.19359567E+07  0.19359567E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.74341000E+01  0.19183776E+07  0.19183776E+07  0.19183776E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
