 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.36649000E+01  0.10665581E+07  0.10665581E+07  0.10665581E+07  0.11143637E+05  0.11143637E+05  0.11143637E+05
  0.36900000E+01  0.10659355E+07  0.10659355E+07  0.10659355E+07  0.11219957E+05  0.11219957E+05  0.11219957E+05
  0.37151000E+01  0.10645927E+07  0.10645927E+07  0.10645927E+07  0.10723052E+05  0.10723052E+05  0.10723052E+05
  0.37402000E+01  0.10625764E+07  0.10625764E+07  0.10625764E+07  0.10795499E+05  0.10795499E+05  0.10795499E+05
  0.37653000E+01  0.10600588E+07  0.10600588E+07  0.10600588E+07  0.10028337E+05  0.10028337E+05  0.10028337E+05
  0.37904000E+01  0.10573570E+07  0.10573570E+07  0.10573570E+07  0.10095188E+05  0.10095188E+05  0.10095188E+05
  0.38155000E+01  0.10548663E+07  0.10548663E+07  0.10548663E+07  0.10162038E+05  0.10162038E+05  0.10162038E+05
  0.38406000E+01  0.10530221E+07  0.10530221E+07  0.10530221E+07  0.10004542E+05  0.10004542E+05  0.10004542E+05
  0.38657000E+01  0.10522598E+07  0.10522598E+07  0.10522598E+07  0.10069926E+05  0.10069926E+05  0.10069926E+05
  0.38908000E+01  0.10529643E+07  0.10529643E+07  0.10529643E+07  0.10135310E+05  0.10135310E+05  0.10135310E+05
  0.39159000E+01  0.10553904E+07  0.10553904E+07  0.10553904E+07  0.10200694E+05  0.10200694E+05  0.10200694E+05
  0.39410000E+01  0.10596683E+07  0.10596683E+07  0.10596683E+07  0.10266078E+05  0.10266078E+05  0.10266078E+05
  0.39661000E+01  0.10657770E+07  0.10657770E+07  0.10657770E+07  0.11031569E+05  0.11031569E+05  0.11031569E+05
  0.39912000E+01  0.10735276E+07  0.10735276E+07  0.10735276E+07  0.11101384E+05  0.11101384E+05  0.11101384E+05
  0.40163000E+01  0.10826161E+07  0.10826161E+07  0.10826161E+07  0.11369710E+05  0.11369710E+05  0.11369710E+05
  0.40414000E+01  0.10926173E+07  0.10926173E+07  0.10926173E+07  0.11440766E+05  0.11440766E+05  0.11440766E+05
  0.40665000E+01  0.11030545E+07  0.11030545E+07  0.11030545E+07  0.11511821E+05  0.11511821E+05  0.11511821E+05
