#K-Path  Band-1   Band-2   Band-3   Band-4      ...   Band-n
  0.0000   -8.8042   -6.9181   -5.4101   -5.3147   -4.7877   -4.1355   -4.1274   -2.4229   -1.2257   -1.2257   -0.8818   -0.7932   -0.7932   -0.4138   -0.3658   -0.3191    0.0552    0.0552    0.2733    1.4461    1.6838    1.6838    1.7343    2.6719    3.4118    3.5099    3.6154    3.8704    3.8704    4.6732    4.9411    5.2805    7.6110    9.5189    9.7269    9.7269   12.7622   12.7622   13.4576   14.6253
  0.0523   -8.7887   -6.9066   -5.3990   -5.3055   -4.7805   -4.1346   -4.1130   -2.4289   -1.2456   -1.2387   -0.9953   -0.7796   -0.6941   -0.4611   -0.3507   -0.3159   -0.0535    0.1275    0.3883    1.4361    1.4744    1.6800    1.9491    2.6588    3.3324    3.5045    3.6285    3.7944    3.9552    4.6474    4.9708    5.3279    7.6641    9.4925    9.6967    9.7858   12.6209   12.7740   13.4727   14.6661
  0.1046   -8.7425   -6.8726   -5.3683   -5.2760   -4.7596   -4.1420   -4.0601   -2.4431   -1.2994   -1.2793   -1.1520   -0.7449   -0.5829   -0.5649   -0.3036   -0.2922   -0.2118    0.2871    0.5652    1.2580    1.4021    1.6770    2.1819    2.6210    3.1814    3.4835    3.6026    3.6659    4.1240    4.5771    5.0569    5.4441    7.8170    9.3416    9.6881    9.9573   12.2643   12.8101   13.5083   14.3049
  0.1570   -8.6660   -6.8172   -5.3256   -5.2208   -4.7275   -4.1553   -3.9718   -2.4556   -1.3737   -1.3516   -1.3154   -0.7074   -0.6700   -0.5029   -0.3511   -0.2727   -0.2030    0.4777    0.7338    1.0696    1.3429    1.6849    2.3973    2.5633    3.0341    3.3130    3.4835    3.7234    4.3059    4.4827    5.1912    5.5894    8.0516    9.0485    9.7434   10.2277   11.7963   12.8727   13.5545   13.7565
  0.2093   -8.5600   -6.7424   -5.2787   -5.1364   -4.6874   -4.1743   -3.8498   -2.4533   -1.4808   -1.4573   -1.4547   -0.7595   -0.6914   -0.4685   -0.4600   -0.2096   -0.0926    0.6767    0.8753    0.9220    1.2707    1.6985    2.4964    2.5794    2.9201    3.0195    3.4510    3.7974    4.3926    4.4785    5.3617    5.7441    8.3397    8.6678    9.8364   10.5803   11.2877   12.9645   13.1937   13.5968
  0.2616   -8.4260   -6.6512   -5.2306   -5.0268   -4.6416   -4.1985   -3.6959   -2.4227   -1.6453   -1.5919   -1.5305   -0.8293   -0.7115   -0.5398   -0.4895   -0.1093    0.0329    0.8230    0.8707    0.9773    1.2019    1.6984    2.4398    2.7108    2.7168    2.8567    3.4186    3.8854    4.3380    4.6319    5.5552    5.9034    8.2347    8.6376    9.9546   10.7938   10.9987   12.6369   13.0889   13.5808
  0.3139   -8.2654   -6.5473   -5.1842   -4.9009   -4.5882   -4.2270   -3.5126   -2.3526   -1.8067   -1.7462   -1.5920   -0.8787   -0.7659   -0.5993   -0.5637    0.0197    0.1695    0.7672    1.0353    1.0460    1.1482    1.6590    2.4196    2.4274    2.7807    2.8514    3.3867    3.9862    4.3426    4.7611    5.7580    6.0676    7.7730    8.8561   10.0860   10.4033   11.4695   12.1042   13.2490   13.3632
  0.3663   -8.0804   -6.4354   -5.1451   -4.7723   -4.5169   -4.2580   -3.3035   -2.2358   -1.9633   -1.9100   -1.6323   -0.9082   -0.8454   -0.6764   -0.6490    0.1654    0.3130    0.7361    1.0561    1.1147    1.1841    1.5680    2.1731    2.4515    2.7966    2.8992    3.3601    4.0989    4.4092    4.8636    5.9568    6.2379    7.3008    8.8179   10.2038   10.2874   11.6263   11.9819   12.9545   13.4614
  0.4186   -7.8736   -6.3212   -5.1206   -4.6578   -4.4106   -4.2888   -3.0731   -2.1132   -2.0752   -2.0696   -1.6467   -0.9401   -0.9187   -0.8100   -0.6977    0.3165    0.4569    0.7084    1.0556    1.0995    1.2566    1.4399    1.9854    2.5286    2.7836    2.9848    3.3452    4.2221    4.5209    4.9399    6.1366    6.4141    6.8344    8.4821   10.2347   10.4784   11.2772   12.4879   12.5274   13.0368
  0.4709   -7.6479   -6.2108   -5.1157   -4.5596   -4.3157   -4.2676   -2.8277   -2.2553   -2.2360   -1.8564   -1.6317   -1.0412   -0.9502   -0.9114   -0.7513    0.4589    0.5862    0.6684    1.0508    1.0893    1.2479    1.3126    1.8914    2.6347    2.7684    3.0895    3.3490    4.3530    4.6550    4.9929    6.2423    6.4269    6.5945    8.0155   10.0693   10.7937   11.1587   12.0244   12.5635   13.0993
