      #Energy        TDOS-UP        TDOS-DOWN
      -2.46503       9.80139      -9.80139
      -2.36803      10.01434     -10.01434
      -2.27003      10.20971     -10.20971
      -2.17203      10.44564     -10.44564
      -2.07503      10.65898     -10.65898
      -1.97703      10.82750     -10.82750
      -1.87903      10.96160     -10.96160
      -1.78203      11.10532     -11.10532
      -1.68403      11.24250     -11.24250
      -1.58703      11.34635     -11.34635
      -1.48903      11.44357     -11.44357
      -1.39103      11.52724     -11.52724
      -1.29403      11.58243     -11.58243
      -1.19603      11.62388     -11.62388
      -1.09803      11.68491     -11.68491
      -1.00103      11.78178     -11.78178
      -0.90303      11.91276     -11.91276
      -0.80503      12.10652     -12.10652
      -0.70803      12.30360     -12.30360
      -0.61003      12.49779     -12.49779
      -0.51303      12.82116     -12.82116
      -0.41503      13.22010     -13.22010
      -0.31703      13.48070     -13.48070
      -0.22003      13.56536     -13.56536
      -0.12203      13.58934     -13.58934
      -0.02403      13.59719     -13.59719
       0.07297      13.59719     -13.59719
       0.17097      13.59719     -13.59719
       0.26897      13.59719     -13.59719
       0.36597      13.59719     -13.59719
       0.46397      13.59719     -13.59719
       0.56097      13.59719     -13.59719
       0.65897      13.59719     -13.59719
       0.75697      13.59719     -13.59719
       0.85397      13.59719     -13.59719
       0.95197      13.59719     -13.59719
       1.04997      13.59719     -13.59719
       1.14697      13.59719     -13.59719
       1.24497      13.59719     -13.59719
       1.34297      13.59719     -13.59719
       1.43997      13.59719     -13.59719
       1.53797      13.59719     -13.59719
       1.63497      13.59719     -13.59719
       1.73297      13.59719     -13.59719
       1.83097      13.59719     -13.59719
       1.92797      13.59719     -13.59719
       2.02597      13.59719     -13.59719
       2.12397      13.59719     -13.59719
       2.22097      13.59719     -13.59719
       2.31897      13.59734     -13.59734
       2.41697      13.59801     -13.59801
       2.51397      13.59917     -13.59917
       2.61197      13.60062     -13.60062
       2.70897      13.60243     -13.60243
       2.80697      13.60461     -13.60461
       2.90497      13.60714     -13.60714
       3.00197      13.61003     -13.61003
       3.09997      13.61332     -13.61332
       3.19797      13.61703     -13.61703
       3.29497      13.62117     -13.62117
       3.39297      13.62580     -13.62580
       3.49097      13.63094     -13.63094
       3.58797      13.63660     -13.63660
       3.68597      13.64283     -13.64283
       3.78297      13.64970     -13.64970
       3.88097      13.65724     -13.65724
       3.97897      13.66556     -13.66556
       4.07597      13.67471     -13.67471
       4.17397      13.68474     -13.68474
       4.27197      13.69579     -13.69579
       4.36897      13.70804     -13.70804
       4.46697      13.72171     -13.72171
       4.56497      13.73731     -13.73731
       4.66197      13.75545     -13.75545
       4.75997      13.79676     -13.79676
       4.85697      13.88229     -13.88229
       4.95497      13.98803     -13.98803
       5.05297      14.08913     -14.08913
       5.14997      14.18662     -14.18662
       5.24797      14.28224     -14.28224
       5.34597      14.40120     -14.40120
       5.44297      14.55981     -14.55981
       5.54097      14.73966     -14.73966
       5.63797      14.89280     -14.89280
       5.73597      14.99434     -14.99434
       5.83397      15.11184     -15.11169
       5.93097      15.30574     -15.30745
       6.02897      15.50843     -15.50834
       6.12697      15.68393     -15.67969
       6.22397      15.86432     -15.85983
       6.32197      16.02883     -16.02464
       6.41997      16.18456     -16.18056
       6.51697      16.35040     -16.34844
       6.61497      16.50022     -16.50203
       6.71197      16.63505     -16.63754
       6.80997      16.77458     -16.77570
       6.90797      16.90946     -16.91444
       7.00497      17.03414     -17.04561
       7.10297      17.20139     -17.20374
       7.20097      17.41590     -17.40003
       7.29797      17.55363     -17.53947
       7.39597      17.59419     -17.58844
       7.49397      17.60416     -17.59824
       7.59097      17.60430     -17.59828
       7.68897      17.60430     -17.59828
       7.78597      17.60430     -17.59828
       7.88397      17.60430     -17.59828
       7.98197      17.60430     -17.59828
       8.07897      17.60430     -17.59828
       8.17697      17.60430     -17.59828
       8.27497      17.60430     -17.59828
       8.37197      17.60430     -17.59828
       8.46997      17.60430     -17.59828
       8.56797      17.60430     -17.59828
       8.66497      17.60430     -17.59828
       8.76297      17.60430     -17.59828
       8.85997      17.60430     -17.59828
       8.95797      17.60430     -17.59828
       9.05597      17.60430     -17.59828
       9.15297      17.60430     -17.59828
       9.25097      17.60430     -17.59828
       9.34897      17.60430     -17.59828
       9.44597      17.60430     -17.59828
       9.54397      17.60430     -17.59828
