#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 200  20
# Band-Index    1
   3.15250     -5.121232  0.000  0.001  0.001  0.023  0.019  0.032  0.074  0.019  0.221  0.390
   3.18208     -5.132521  0.000  0.001  0.001  0.020  0.017  0.033  0.076  0.017  0.228  0.394
   3.21165     -5.141001  0.000  0.001  0.001  0.018  0.014  0.035  0.079  0.014  0.235  0.398
   3.24122     -5.146331  0.000  0.001  0.001  0.016  0.012  0.037  0.080  0.012  0.241  0.402
   3.27080     -5.148622  0.000  0.001  0.001  0.013  0.011  0.038  0.082  0.011  0.247  0.405
   3.27080     -5.148622  0.000  0.001  0.001  0.013  0.011  0.038  0.082  0.011  0.247  0.405
   3.29345     -5.162786  0.000  0.001  0.001  0.016  0.011  0.039  0.081  0.011  0.242  0.402
   3.31610     -5.177138  0.000  0.003  0.003  0.017  0.010  0.040  0.079  0.010  0.237  0.398
   3.33875     -5.192562  0.000  0.003  0.003  0.019  0.010  0.041  0.077  0.010  0.232  0.394
   3.36140     -5.209258  0.001  0.003  0.003  0.021  0.009  0.043  0.075  0.009  0.226  0.391
   3.38406     -5.225525  0.001  0.004  0.004  0.023  0.009  0.045  0.073  0.009  0.220  0.386
   3.40671     -5.242272  0.001  0.004  0.004  0.025  0.008  0.046  0.071  0.008  0.215  0.382
   3.42936     -5.258942  0.002  0.005  0.005  0.026  0.007  0.049  0.070  0.007  0.209  0.379
   3.45201     -5.276074  0.002  0.006  0.006  0.029  0.007  0.051  0.068  0.007  0.203  0.376
   3.47466     -5.292947  0.003  0.007  0.007  0.030  0.006  0.054  0.065  0.006  0.195  0.372
   3.49731     -5.310105  0.004  0.008  0.008  0.031  0.006  0.058  0.063  0.006  0.189  0.368
   3.51997     -5.326963  0.005  0.009  0.009  0.031  0.004  0.062  0.061  0.004  0.182  0.366
   3.54262     -5.343211  0.006  0.009  0.009  0.032  0.004  0.065  0.058  0.004  0.174  0.363
   3.56527     -5.359484  0.007  0.010  0.010  0.032  0.004  0.070  0.055  0.004  0.167  0.361
   3.58792     -5.375070  0.009  0.012  0.012  0.033  0.002  0.076  0.054  0.002  0.160  0.358
   3.61057     -5.389285  0.010  0.013  0.013  0.032  0.002  0.081  0.051  0.002  0.153  0.357
   3.63322     -5.402336  0.011  0.014  0.014  0.032  0.001  0.085  0.049  0.001  0.148  0.355
   3.65588     -5.413084  0.013  0.015  0.015  0.032  0.001  0.088  0.047  0.001  0.143  0.354
   3.67853     -5.420237  0.013  0.016  0.016  0.031  0.000  0.091  0.047  0.000  0.140  0.354
   3.70118     -5.424034  0.014  0.016  0.016  0.030  0.000  0.092  0.046  0.000  0.138  0.354
   3.72383     -5.424035  0.014  0.016  0.016  0.030  0.000  0.092  0.046  0.000  0.138  0.354
   3.74648     -5.420237  0.013  0.016  0.016  0.031  0.000  0.091  0.047  0.000  0.140  0.354
   3.76913     -5.413084  0.013  0.015  0.015  0.032  0.001  0.088  0.047  0.001  0.143  0.354
   3.79179     -5.402336  0.011  0.014  0.014  0.032  0.001  0.085  0.049  0.001  0.148  0.355
   3.81444     -5.389285  0.010  0.013  0.013  0.032  0.002  0.081  0.051  0.002  0.153  0.357
   3.83709     -5.375070  0.009  0.012  0.012  0.033  0.002  0.076  0.054  0.002  0.160  0.358
   3.85974     -5.359484  0.007  0.010  0.010  0.032  0.004  0.070  0.055  0.004  0.167  0.361
   3.88239     -5.343211  0.006  0.009  0.009  0.032  0.004  0.065  0.058  0.004  0.174  0.363
   3.90504     -5.326963  0.005  0.009  0.009  0.031  0.004  0.062  0.061  0.004  0.182  0.366
   3.92770     -5.310105  0.004  0.008  0.008  0.031  0.006  0.058  0.063  0.006  0.189  0.368
   3.95035     -5.292947  0.003  0.007  0.007  0.030  0.006  0.054  0.065  0.006  0.195  0.372
   3.97300     -5.276074  0.002  0.006  0.006  0.029  0.007  0.051  0.068  0.007  0.203  0.376
   3.99565     -5.258942  0.002  0.005  0.005  0.026  0.007  0.049  0.070  0.007  0.209  0.379
   4.01830     -5.242272  0.001  0.004  0.004  0.025  0.008  0.046  0.071  0.008  0.215  0.382
   4.04095     -5.225525  0.001  0.004  0.004  0.023  0.009  0.045  0.073  0.009  0.220  0.386
   4.06361     -5.209258  0.001  0.003  0.003  0.021  0.009  0.043  0.075  0.009  0.226  0.391
   4.08626     -5.192562  0.000  0.003  0.003  0.019  0.010  0.041  0.077  0.010  0.232  0.394
   4.10891     -5.177138  0.000  0.003  0.003  0.017  0.010  0.040  0.079  0.010  0.237  0.398
   4.13156     -5.162786  0.000  0.001  0.001  0.016  0.011  0.039  0.081  0.011  0.242  0.402
   4.15421     -5.148622  0.000  0.001  0.001  0.013  0.011  0.038  0.082  0.011  0.247  0.405
   4.15421     -5.148622  0.000  0.001  0.001  0.013  0.011  0.038  0.082  0.011  0.247  0.405
   4.16604     -5.142070  0.000  0.001  0.001  0.012  0.011  0.037  0.084  0.011  0.251  0.407
   4.17787     -5.135884  0.000  0.001  0.001  0.011  0.011  0.037  0.085  0.011  0.254  0.410
   4.18970     -5.130061  0.000  0.001  0.001  0.010  0.010  0.037  0.085  0.010  0.257  0.412
   4.20153     -5.125812  0.000  0.001  0.001  0.008  0.010  0.037  0.086  0.010  0.259  0.413
   4.21336     -5.120735  0.000  0.001  0.001  0.007  0.010  0.037  0.088  0.010  0.262  0.416
   4.22519     -5.116658  0.000  0.000  0.000  0.007  0.010  0.037  0.088  0.010  0.265  0.418
   4.23702     -5.112303  0.000  0.000  0.000  0.006  0.010  0.036  0.089  0.010  0.267  0.419
   4.24885     -5.108301  0.000  0.000  0.000  0.004  0.009  0.036  0.090  0.009  0.270  0.420
   4.26068     -5.104639  0.000  0.000  0.000  0.004  0.009  0.036  0.090  0.009  0.271  0.422
   4.27251     -5.100930  0.000  0.000  0.000  0.003  0.009  0.036  0.092  0.009  0.274  0.424
   4.28434     -5.097951  0.000  0.000  0.000  0.003  0.009  0.036  0.092  0.009  0.275  0.425
   4.29617     -5.095308  0.000  0.000  0.000  0.002  0.009  0.036  0.092  0.009  0.277  0.426
   4.30800     -5.094605  0.000  0.000  0.000  0.000  0.025  0.000  0.285  0.025  0.095  0.432
   4.31983     -5.095608  0.000  0.000  0.000  0.000  0.026  0.000  0.285  0.026  0.095  0.432
   4.33166     -5.096445  0.000  0.000  0.000  0.000  0.026  0.000  0.285  0.026  0.095  0.432
   4.34348     -5.097115  0.000  0.000  0.000  0.000  0.026  0.000  0.285  0.026  0.095  0.433
   4.35531     -5.097617  0.000  0.000  0.000  0.000  0.026  0.000  0.285  0.026  0.095  0.433
   4.36714     -5.097953  0.000  0.000  0.000  0.000  0.026  0.000  0.286  0.026  0.095  0.433
   4.37897     -5.098120  0.000  0.000  0.000  0.000  0.026  0.000  0.286  0.026  0.095  0.433
   4.39080     -5.098120  0.000  0.000  0.000  0.000  0.026  0.000  0.286  0.026  0.095  0.433
   4.40263     -5.097953  0.000  0.000  0.000  0.000  0.026  0.000  0.286  0.026  0.095  0.433
   4.41446     -5.097618  0.000  0.000  0.000  0.000  0.026  0.000  0.285  0.026  0.095  0.433
   4.42629     -5.097115  0.000  0.000  0.000  0.000  0.026  0.000  0.285  0.026  0.095  0.433
   4.43812     -5.096445  0.000  0.000  0.000  0.000  0.026  0.000  0.285  0.026  0.095  0.432
   4.44995     -5.095608  0.000  0.000  0.000  0.000  0.026  0.000  0.285  0.026  0.095  0.432
   4.46178     -5.094605  0.000  0.000  0.000  0.000  0.025  0.000  0.285  0.025  0.095  0.432
   4.47361     -5.095308  0.000  0.000  0.000  0.002  0.009  0.036  0.092  0.009  0.277  0.426
   4.48544     -5.097951  0.000  0.000  0.000  0.003  0.009  0.036  0.092  0.009  0.275  0.425
   4.49727     -5.100930  0.000  0.000  0.000  0.003  0.009  0.036  0.092  0.009  0.274  0.424
   4.50910     -5.104638  0.000  0.000  0.000  0.004  0.009  0.036  0.090  0.009  0.271  0.422
   4.52093     -5.108301  0.000  0.000  0.000  0.004  0.009  0.036  0.090  0.009  0.270  0.420
   4.53276     -5.112303  0.000  0.000  0.000  0.006  0.010  0.036  0.089  0.010  0.267  0.419
   4.54459     -5.116658  0.000  0.000  0.000  0.007  0.010  0.037  0.088  0.010  0.265  0.418
   4.55641     -5.120735  0.000  0.001  0.001  0.007  0.010  0.037  0.088  0.010  0.262  0.416
   4.56824     -5.125812  0.000  0.001  0.001  0.008  0.010  0.037  0.086  0.010  0.259  0.413
   4.58007     -5.130061  0.000  0.001  0.001  0.010  0.010  0.037  0.085  0.010  0.257  0.412
   4.59190     -5.135884  0.000  0.001  0.001  0.011  0.011  0.037  0.085  0.011  0.254  0.410
   4.60373     -5.142070  0.000  0.001  0.001  0.012  0.011  0.037  0.084  0.011  0.251  0.407
   4.61556     -5.148622  0.000  0.001  0.001  0.013  0.011  0.038  0.082  0.011  0.247  0.405
 
# Band-Index    6
   4.61556     -5.068154  0.000  0.002  0.002  0.000  0.022  0.000  0.282  0.022  0.094  0.425
   4.60373     -5.071210  0.000  0.001  0.001  0.000  0.023  0.000  0.283  0.023  0.094  0.426
   4.59190     -5.074116  0.000  0.001  0.001  0.000  0.024  0.000  0.282  0.024  0.094  0.427
   4.58007     -5.076869  0.000  0.001  0.001  0.000  0.024  0.000  0.283  0.024  0.095  0.427
   4.56824     -5.079502  0.000  0.001  0.001  0.000  0.024  0.000  0.283  0.024  0.095  0.428
   4.55641     -5.081944  0.000  0.001  0.001  0.000  0.024  0.000  0.284  0.024  0.095  0.429
   4.54459     -5.084230  0.000  0.001  0.001  0.000  0.024  0.000  0.284  0.024  0.095  0.429
   4.53276     -5.086358  0.000  0.001  0.001  0.000  0.024  0.000  0.284  0.024  0.095  0.430
   4.52093     -5.088327  0.000  0.001  0.001  0.000  0.025  0.000  0.285  0.025  0.095  0.430
   4.50910     -5.090134  0.000  0.000  0.000  0.000  0.025  0.000  0.285  0.025  0.095  0.431
   4.49727     -5.090606  0.000  0.000  0.000  0.000  0.025  0.000  0.284  0.025  0.094  0.431
   4.48544     -5.092103  0.000  0.000  0.000  0.000  0.025  0.000  0.285  0.025  0.095  0.431
   4.47361     -5.093437  0.000  0.000  0.000  0.000  0.025  0.000  0.285  0.025  0.095  0.432
   4.46178     -5.092999  0.000  0.000  0.000  0.001  0.009  0.036  0.093  0.009  0.278  0.427
   4.44995     -5.091021  0.000  0.000  0.000  0.001  0.009  0.036  0.093  0.009  0.279  0.428
   4.43812     -5.088593  0.000  0.000  0.000  0.001  0.009  0.036  0.093  0.009  0.280  0.428
   4.42629     -5.087293  0.000  0.000  0.000  0.000  0.008  0.036  0.094  0.008  0.282  0.429
   4.41446     -5.086319  0.000  0.000  0.000  0.000  0.008  0.036  0.094  0.008  0.282  0.429
   4.40263     -5.085671  0.000  0.000  0.000  0.000  0.008  0.036  0.094  0.008  0.282  0.429
   4.39080     -5.085347  0.000  0.000  0.000  0.000  0.008  0.036  0.094  0.008  0.282  0.429
   4.37897     -5.085347  0.000  0.000  0.000  0.000  0.008  0.036  0.094  0.008  0.282  0.429
   4.36714     -5.085671  0.000  0.000  0.000  0.000  0.008  0.036  0.094  0.008  0.282  0.429
   4.35531     -5.086319  0.000  0.000  0.000  0.000  0.008  0.036  0.094  0.008  0.282  0.429
   4.34348     -5.087293  0.000  0.000  0.000  0.000  0.008  0.036  0.094  0.008  0.282  0.429
   4.33166     -5.088593  0.000  0.000  0.000  0.001  0.009  0.036  0.093  0.009  0.280  0.428
   4.31983     -5.091021  0.000  0.000  0.000  0.001  0.009  0.036  0.093  0.009  0.279  0.428
   4.30800     -5.092999  0.000  0.000  0.000  0.001  0.009  0.036  0.093  0.009  0.278  0.427
   4.29617     -5.093437  0.000  0.000  0.000  0.000  0.025  0.000  0.285  0.025  0.095  0.432
   4.28434     -5.092103  0.000  0.000  0.000  0.000  0.025  0.000  0.285  0.025  0.095  0.431
   4.27251     -5.090606  0.000  0.000  0.000  0.000  0.025  0.000  0.284  0.025  0.094  0.431
   4.26068     -5.090134  0.000  0.000  0.000  0.000  0.025  0.000  0.285  0.025  0.095  0.431
   4.24885     -5.088327  0.000  0.001  0.001  0.000  0.025  0.000  0.285  0.025  0.095  0.430
   4.23702     -5.086358  0.000  0.001  0.001  0.000  0.024  0.000  0.284  0.024  0.095  0.430
   4.22519     -5.084231  0.000  0.001  0.001  0.000  0.024  0.000  0.284  0.024  0.095  0.429
   4.21336     -5.081944  0.000  0.001  0.001  0.000  0.024  0.000  0.284  0.024  0.095  0.429
   4.20153     -5.079502  0.000  0.001  0.001  0.000  0.024  0.000  0.283  0.024  0.095  0.428
   4.18970     -5.076869  0.000  0.001  0.001  0.000  0.024  0.000  0.283  0.024  0.095  0.427
   4.17787     -5.074116  0.000  0.001  0.001  0.000  0.024  0.000  0.282  0.024  0.094  0.427
   4.16604     -5.071210  0.000  0.001  0.001  0.000  0.023  0.000  0.283  0.023  0.094  0.426
   4.15421     -5.068154  0.000  0.002  0.002  0.000  0.022  0.000  0.282  0.022  0.094  0.425
   4.15421     -5.068154  0.000  0.002  0.002  0.000  0.022  0.000  0.282  0.022  0.094  0.425
   4.13156     -5.059837  0.000  0.003  0.003  0.000  0.022  0.000  0.281  0.022  0.094  0.424
   4.10891     -5.049540  0.000  0.003  0.003  0.000  0.022  0.000  0.279  0.022  0.093  0.422
   4.08626     -5.038763  0.000  0.004  0.004  0.000  0.022  0.000  0.277  0.022  0.092  0.420
   4.06361     -5.026810  0.000  0.004  0.004  0.000  0.021  0.000  0.275  0.021  0.091  0.418
   4.04095     -5.013688  0.000  0.005  0.005  0.000  0.021  0.000  0.273  0.021  0.091  0.416
   4.01830     -4.999506  0.000  0.006  0.006  0.000  0.021  0.000  0.270  0.021  0.090  0.414
   3.99565     -4.983404  0.000  0.006  0.006  0.000  0.020  0.000  0.269  0.020  0.090  0.412
   3.97300     -4.967310  0.000  0.007  0.007  0.000  0.020  0.000  0.266  0.020  0.089  0.409
   3.95035     -4.950446  0.000  0.008  0.008  0.000  0.020  0.000  0.263  0.020  0.088  0.407
   3.92770     -4.933223  0.000  0.009  0.009  0.000  0.020  0.000  0.260  0.020  0.086  0.405
   3.90504     -4.914262  0.000  0.010  0.010  0.000  0.019  0.000  0.257  0.019  0.085  0.402
   3.88239     -4.957595  0.023  0.028  0.028  0.017  0.003  0.097  0.020  0.003  0.059  0.276
   3.85974     -5.008675  0.022  0.026  0.026  0.021  0.002  0.093  0.022  0.002  0.066  0.279
   3.83709     -5.053472  0.021  0.024  0.024  0.023  0.002  0.087  0.024  0.002  0.074  0.281
   3.81444     -5.089955  0.019  0.022  0.022  0.027  0.001  0.082  0.027  0.001  0.081  0.283
   3.79179     -5.119929  0.017  0.021  0.021  0.031  0.001  0.078  0.030  0.001  0.088  0.284
   3.76913     -5.142402  0.015  0.018  0.018  0.033  0.000  0.074  0.031  0.000  0.093  0.285
   3.74648     -5.156819  0.015  0.018  0.018  0.035  0.000  0.072  0.032  0.000  0.097  0.286
   3.72383     -5.164157  0.013  0.017  0.017  0.036  0.000  0.070  0.033  0.000  0.099  0.286
   3.70118     -5.164157  0.013  0.017  0.017  0.036  0.000  0.070  0.033  0.000  0.099  0.286
   3.67853     -5.156819  0.015  0.018  0.018  0.035  0.000  0.072  0.032  0.000  0.097  0.286
   3.65588     -5.142402  0.015  0.018  0.018  0.033  0.000  0.074  0.031  0.000  0.093  0.285
   3.63322     -5.119929  0.017  0.021  0.021  0.031  0.001  0.078  0.030  0.001  0.088  0.284
   3.61057     -5.089955  0.019  0.022  0.022  0.027  0.001  0.082  0.027  0.001  0.081  0.283
   3.58792     -5.053472  0.021  0.024  0.024  0.023  0.002  0.087  0.024  0.002  0.074  0.281
   3.56527     -5.008675  0.022  0.026  0.026  0.021  0.002  0.093  0.022  0.002  0.066  0.279
   3.54262     -4.957595  0.023  0.028  0.028  0.017  0.003  0.097  0.020  0.003  0.059  0.276
   3.51997     -4.914261  0.000  0.010  0.010  0.000  0.019  0.000  0.257  0.019  0.085  0.402
   3.49731     -4.933223  0.000  0.009  0.009  0.000  0.020  0.000  0.260  0.020  0.086  0.405
   3.47466     -4.950446  0.000  0.008  0.008  0.000  0.020  0.000  0.263  0.020  0.088  0.407
   3.45201     -4.967310  0.000  0.007  0.007  0.000  0.020  0.000  0.266  0.020  0.089  0.409
   3.42936     -4.983404  0.000  0.006  0.006  0.000  0.020  0.000  0.269  0.020  0.090  0.412
   3.40671     -4.999506  0.000  0.006  0.006  0.000  0.021  0.000  0.270  0.021  0.090  0.414
   3.38406     -5.013688  0.000  0.005  0.005  0.000  0.021  0.000  0.273  0.021  0.091  0.416
   3.36140     -5.026810  0.000  0.004  0.004  0.000  0.021  0.000  0.275  0.021  0.091  0.418
   3.33875     -5.038763  0.000  0.004  0.004  0.000  0.022  0.000  0.277  0.022  0.092  0.420
   3.31610     -5.049540  0.000  0.003  0.003  0.000  0.022  0.000  0.279  0.022  0.093  0.422
   3.29345     -5.059837  0.000  0.003  0.003  0.000  0.022  0.000  0.281  0.022  0.094  0.424
   3.27080     -5.068154  0.000  0.002  0.002  0.000  0.022  0.000  0.282  0.022  0.094  0.425
   3.27080     -5.068154  0.000  0.002  0.002  0.000  0.022  0.000  0.282  0.022  0.094  0.425
   3.24122     -5.070546  0.000  0.001  0.001  0.000  0.022  0.000  0.284  0.022  0.095  0.425
   3.21165     -5.070727  0.000  0.001  0.001  0.000  0.021  0.000  0.286  0.021  0.095  0.425
   3.18208     -5.068596  0.000  0.001  0.001  0.000  0.019  0.000  0.287  0.019  0.095  0.425
   3.15250     -5.064330  0.000  0.001  0.001  0.000  0.019  0.000  0.289  0.019  0.097  0.425
   3.12293     -5.057050  0.000  0.001  0.001  0.000  0.017  0.000  0.291  0.017  0.097  0.425
   3.09336     -5.048725  0.000  0.001  0.001  0.000  0.016  0.000  0.293  0.016  0.097  0.425
   3.06378     -5.038777  0.000  0.001  0.001  0.000  0.015  0.000  0.295  0.015  0.098  0.425
   3.03421     -5.026618  0.000  0.001  0.001  0.000  0.013  0.000  0.297  0.013  0.099  0.425
   3.00463     -5.012694  0.000  0.000  0.000  0.000  0.013  0.000  0.299  0.013  0.100  0.425
   2.97506     -4.995441  0.000  0.001  0.001  0.042  0.044  0.022  0.052  0.044  0.158  0.364
   2.94549     -4.964928  0.000  0.001  0.001  0.046  0.050  0.019  0.048  0.050  0.144  0.360
   2.91591     -4.932421  0.000  0.001  0.001  0.049  0.057  0.017  0.043  0.057  0.130  0.355
   2.88634     -4.897354  0.000  0.001  0.001  0.052  0.064  0.015  0.039  0.064  0.117  0.352
   2.85677     -4.861049  0.000  0.001  0.001  0.055  0.072  0.014  0.034  0.072  0.102  0.347
   2.82719     -4.821565  0.000  0.001  0.001  0.058  0.079  0.012  0.029  0.079  0.087  0.344
   2.79762     -4.780416  0.000  0.001  0.001  0.061  0.087  0.010  0.024  0.087  0.071  0.342
   2.76805     -4.737075  0.000  0.001  0.001  0.063  0.095  0.008  0.019  0.095  0.057  0.339
   2.73847     -4.692384  0.000  0.001  0.001  0.065  0.103  0.007  0.015  0.103  0.044  0.337
   2.70890     -4.646270  0.000  0.001  0.001  0.066  0.110  0.005  0.011  0.110  0.031  0.336
   2.67932     -4.599016  0.000  0.001  0.001  0.066  0.117  0.004  0.007  0.117  0.022  0.335
   2.64975     -4.550991  0.000  0.001  0.001  0.066  0.122  0.004  0.004  0.122  0.014  0.335
   2.62018     -4.502200  0.000  0.002  0.002  0.065  0.126  0.004  0.003  0.126  0.009  0.336
   2.59060     -4.453874  0.000  0.002  0.002  0.063  0.128  0.005  0.002  0.128  0.007  0.336
   2.56103     -4.406078  0.000  0.002  0.002  0.060  0.128  0.005  0.003  0.128  0.010  0.338
   2.53146     -4.359577  0.000  0.002  0.002  0.055  0.124  0.009  0.006  0.124  0.017  0.340
   2.50188     -4.317972  0.003  0.010  0.010  0.028  0.086  0.039  0.022  0.086  0.066  0.348
   2.47231     -4.330727  0.008  0.015  0.015  0.004  0.024  0.074  0.045  0.024  0.136  0.348
   2.44274     -4.354533  0.008  0.013  0.013  0.006  0.024  0.070  0.050  0.024  0.150  0.356
   2.41316     -4.377290  0.008  0.011  0.011  0.006  0.022  0.066  0.056  0.022  0.166  0.367
   2.38359     -4.398397  0.006  0.009  0.009  0.007  0.020  0.062  0.060  0.020  0.182  0.379
   2.35401     -4.418366  0.006  0.008  0.008  0.007  0.019  0.059  0.066  0.019  0.199  0.390
   2.32444     -4.436503  0.005  0.006  0.006  0.007  0.017  0.054  0.072  0.017  0.217  0.401
   2.29487     -4.452263  0.004  0.006  0.006  0.007  0.015  0.051  0.077  0.015  0.233  0.414
   2.26529     -4.466504  0.003  0.004  0.004  0.007  0.013  0.046  0.083  0.013  0.249  0.424
   2.23572     -4.478303  0.002  0.003  0.003  0.006  0.012  0.043  0.088  0.012  0.264  0.434
   2.20615     -4.488090  0.001  0.003  0.003  0.006  0.011  0.041  0.093  0.011  0.277  0.443
   2.17657     -4.495082  0.001  0.001  0.001  0.006  0.010  0.039  0.096  0.010  0.286  0.449
   2.14700     -4.499409  0.000  0.001  0.001  0.005  0.009  0.036  0.097  0.009  0.292  0.453
   2.11743     -4.501367  0.000  0.001  0.005  0.002  0.034  0.017  0.368  0.004  0.024  0.454
   2.11743     -4.501367  0.000  0.000  0.005  0.003  0.033  0.019  0.350  0.003  0.041  0.454
   2.10070     -4.504176  0.000  0.001  0.002  0.005  0.013  0.036  0.145  0.005  0.246  0.454
   2.08397     -4.512031  0.000  0.003  0.003  0.001  0.019  0.010  0.206  0.025  0.183  0.452
   2.06724     -4.525002  0.000  0.002  0.004  0.001  0.034  0.008  0.364  0.012  0.025  0.449
   2.05051     -4.541814  0.000  0.001  0.002  0.004  0.017  0.032  0.190  0.004  0.197  0.447
   2.03378     -4.562575  0.000  0.004  0.001  0.002  0.007  0.013  0.070  0.035  0.314  0.445
   2.01705     -4.584557  0.000  0.002  0.003  0.000  0.032  0.001  0.342  0.020  0.040  0.442
   2.00032     -4.608010  0.000  0.000  0.002  0.003  0.018  0.031  0.195  0.005  0.186  0.441
   1.98359     -4.631356  0.000  0.002  0.002  0.001  0.020  0.006  0.210  0.027  0.170  0.439
   1.96686     -4.656829  0.000  0.001  0.001  0.004  0.015  0.030  0.163  0.007  0.216  0.437
   1.95013     -4.682008  0.000  0.000  0.002  0.003  0.020  0.032  0.214  0.001  0.165  0.436
   1.93340     -4.662199  0.093  0.006  0.006  0.006  0.046  0.046  0.000  0.046  0.000  0.250
   1.91667     -4.565009  0.089  0.006  0.006  0.006  0.047  0.047  0.000  0.047  0.000  0.248
   1.89994     -4.467143  0.086  0.006  0.006  0.006  0.047  0.047  0.000  0.047  0.000  0.246
   1.88321     -4.369447  0.082  0.006  0.006  0.006  0.048  0.048  0.000  0.048  0.000  0.245
   1.86648     -4.272043  0.078  0.006  0.006  0.006  0.048  0.048  0.000  0.048  0.000  0.242
   1.84976     -4.175060  0.074  0.007  0.007  0.007  0.048  0.048  0.000  0.048  0.000  0.240
   1.83303     -4.080555  0.070  0.008  0.008  0.008  0.049  0.049  0.000  0.049  0.000  0.238
   1.81630     -3.984948  0.067  0.008  0.008  0.008  0.049  0.049  0.000  0.049  0.000  0.235
   1.79957     -3.890194  0.063  0.008  0.008  0.008  0.049  0.049  0.000  0.049  0.000  0.233
   1.78284     -3.796448  0.059  0.008  0.008  0.008  0.049  0.049  0.000  0.049  0.000  0.231
   1.76611     -3.703882  0.055  0.008  0.008  0.008  0.049  0.049  0.000  0.049  0.000  0.227
   1.74938     -3.613834  0.051  0.008  0.008  0.008  0.050  0.050  0.000  0.050  0.000  0.224
   1.73265     -3.524257  0.047  0.008  0.008  0.008  0.050  0.050  0.000  0.050  0.000  0.220
   1.71592     -3.436432  0.043  0.008  0.008  0.008  0.049  0.049  0.000  0.049  0.000  0.217
   1.69919     -3.350579  0.039  0.009  0.009  0.009  0.049  0.049  0.000  0.049  0.000  0.213
   1.68246     -3.266928  0.034  0.009  0.009  0.009  0.049  0.049  0.000  0.049  0.000  0.209
   1.66573     -3.185737  0.031  0.010  0.010  0.010  0.048  0.048  0.000  0.048  0.000  0.203
   1.64900     -3.105908  0.027  0.010  0.010  0.010  0.047  0.047  0.000  0.047  0.000  0.197
   1.63227     -3.030541  0.023  0.010  0.010  0.010  0.046  0.046  0.000  0.046  0.000  0.189
   1.61554     -2.958581  0.020  0.010  0.010  0.010  0.044  0.044  0.000  0.044  0.000  0.181
   1.59881     -2.890441  0.016  0.010  0.010  0.010  0.041  0.041  0.000  0.041  0.000  0.170
   1.58209     -2.826614  0.013  0.010  0.010  0.010  0.037  0.037  0.000  0.037  0.000  0.157
   1.56536     -2.767714  0.011  0.011  0.011  0.011  0.033  0.033  0.000  0.033  0.000  0.141
   1.54863     -2.714509  0.007  0.011  0.011  0.011  0.027  0.027  0.000  0.027  0.000  0.123
   1.53190     -2.667980  0.005  0.012  0.012  0.012  0.021  0.021  0.000  0.021  0.000  0.102
   1.51517     -2.629349  0.003  0.012  0.012  0.012  0.014  0.014  0.000  0.014  0.000  0.080
   1.49844     -2.600091  0.001  0.012  0.012  0.012  0.007  0.007  0.000  0.007  0.000  0.058
   1.48171     -2.585836  0.000  0.013  0.002  0.023  0.000  0.000  0.000  0.000  0.002  0.041
   1.46498     -2.582246  0.000  0.015  0.018  0.004  0.000  0.000  0.000  0.000  0.000  0.038
   1.46498     -2.582246  0.000  0.023  0.012  0.002  0.000  0.000  0.000  0.000  0.000  0.038
   1.42742     -2.617354  0.002  0.000  0.018  0.018  0.000  0.000  0.002  0.023  0.006  0.068
   1.38985     -2.710157  0.005  0.000  0.016  0.016  0.000  0.000  0.006  0.061  0.017  0.123
   1.35229     -2.840764  0.012  0.000  0.015  0.015  0.000  0.000  0.009  0.085  0.027  0.165
   1.31473     -2.996234  0.019  0.000  0.014  0.014  0.000  0.000  0.012  0.096  0.037  0.193
   1.27716     -3.168995  0.027  0.000  0.013  0.013  0.000  0.000  0.014  0.099  0.044  0.210
   1.23960     -3.354068  0.035  0.000  0.011  0.011  0.000  0.000  0.016  0.100  0.048  0.223
   1.20203     -3.549373  0.044  0.000  0.011  0.011  0.000  0.000  0.017  0.097  0.052  0.232
   1.16447     -3.747075  0.052  0.000  0.009  0.009  0.000  0.000  0.018  0.096  0.054  0.239
   1.12691     -3.949736  0.060  0.000  0.009  0.009  0.000  0.000  0.018  0.093  0.056  0.245
   1.08934     -4.153134  0.068  0.000  0.007  0.007  0.000  0.000  0.019  0.090  0.057  0.249
   1.05178     -4.354911  0.075  0.000  0.006  0.006  0.000  0.000  0.019  0.088  0.058  0.253
   1.01422     -4.550508  0.081  0.000  0.005  0.005  0.000  0.000  0.020  0.086  0.059  0.257
   0.97665     -4.735878  0.082  0.000  0.004  0.004  0.000  0.000  0.023  0.083  0.067  0.264
   0.93909     -4.881994  0.058  0.000  0.006  0.006  0.000  0.000  0.040  0.065  0.120  0.298
   0.90153     -4.940207  0.023  0.000  0.010  0.010  0.000  0.000  0.066  0.037  0.198  0.344
   0.86396     -4.956986  0.013  0.000  0.012  0.012  0.000  0.000  0.073  0.026  0.220  0.356
   0.82640     -4.967659  0.011  0.000  0.014  0.014  0.000  0.000  0.074  0.021  0.222  0.355
   0.78884     -4.979663  0.013  0.000  0.015  0.015  0.000  0.000  0.073  0.017  0.219  0.351
   0.75127     -4.994208  0.015  0.000  0.015  0.015  0.000  0.000  0.071  0.013  0.213  0.345
   0.71371     -5.015641  0.018  0.000  0.017  0.017  0.001  0.001  0.068  0.010  0.206  0.340
   0.67614     -5.042400  0.021  0.000  0.017  0.017  0.002  0.002  0.066  0.008  0.198  0.334
