#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 200  20
# Band-Index    1
   0.41320     -1.442623  0.003  0.000  0.000  0.000  0.000  0.000  0.031  0.833  0.094  0.960
   0.37564     -1.447246  0.003  0.000  0.000  0.000  0.001  0.001  0.030  0.834  0.089  0.957
   0.33807     -1.453373  0.003  0.000  0.000  0.000  0.003  0.003  0.028  0.832  0.084  0.954
   0.30051     -1.461179  0.003  0.000  0.000  0.000  0.008  0.008  0.026  0.825  0.078  0.948
   0.26295     -1.471141  0.003  0.000  0.000  0.000  0.016  0.016  0.023  0.811  0.070  0.941
   0.22538     -1.483518  0.003  0.000  0.000  0.000  0.029  0.029  0.021  0.787  0.063  0.934
   0.18782     -1.498164  0.004  0.000  0.001  0.001  0.049  0.049  0.018  0.747  0.055  0.925
   0.15025     -1.515352  0.004  0.000  0.002  0.002  0.083  0.083  0.016  0.680  0.047  0.914
   0.11269     -1.532721  0.006  0.000  0.002  0.002  0.140  0.140  0.013  0.567  0.038  0.906
   0.07513     -1.546793  0.006  0.000  0.002  0.002  0.227  0.227  0.010  0.402  0.028  0.902
   0.03756     -1.553095  0.006  0.000  0.002  0.002  0.320  0.320  0.006  0.234  0.018  0.907
   0.00000     -1.551591  0.007  0.000  0.002  0.002  0.383  0.383  0.004  0.123  0.012  0.915
 
# Band-Index   11
   0.00000     -1.520809  0.000  0.003  0.001  0.001  0.400  0.400  0.074  0.000  0.025  0.901
   0.03756     -1.512553  0.000  0.003  0.001  0.001  0.398  0.398  0.071  0.000  0.024  0.893
   0.07513     -1.503128  0.000  0.003  0.001  0.001  0.395  0.395  0.067  0.000  0.023  0.886
   0.11269     -1.492485  0.000  0.004  0.001  0.001  0.395  0.395  0.060  0.000  0.020  0.878
   0.15025     -1.481017  0.000  0.004  0.002  0.002  0.395  0.395  0.053  0.000  0.017  0.869
   0.18782     -1.469071  0.000  0.005  0.002  0.002  0.396  0.396  0.044  0.000  0.014  0.859
   0.22538     -1.457449  0.000  0.005  0.003  0.003  0.398  0.398  0.034  0.000  0.011  0.850
   0.26295     -1.446946  0.000  0.005  0.003  0.003  0.400  0.400  0.023  0.000  0.008  0.841
   0.30051     -1.437418  0.000  0.005  0.004  0.004  0.401  0.401  0.013  0.000  0.005  0.831
   0.33807     -1.430651  0.000  0.006  0.004  0.004  0.401  0.401  0.005  0.000  0.002  0.824
   0.37564     -1.426861  0.000  0.006  0.004  0.004  0.401  0.401  0.000  0.000  0.000  0.817
   0.41320     -1.426562  0.000  0.006  0.004  0.004  0.399  0.399  0.000  0.000  0.000  0.811
   0.45076     -1.429807  0.000  0.006  0.004  0.004  0.395  0.395  0.004  0.000  0.002  0.809
   0.48833     -1.436113  0.000  0.006  0.004  0.004  0.390  0.390  0.010  0.000  0.003  0.807
   0.52589     -1.438396  0.002  0.000  0.000  0.000  0.004  0.004  0.031  0.822  0.094  0.959
   0.56345     -1.440951  0.002  0.000  0.000  0.000  0.005  0.005  0.031  0.821  0.092  0.958
   0.60102     -1.446175  0.002  0.000  0.001  0.001  0.008  0.008  0.030  0.821  0.088  0.955
   0.63858     -1.454274  0.001  0.000  0.001  0.001  0.009  0.009  0.028  0.820  0.083  0.953
   0.67614     -1.465711  0.001  0.000  0.001  0.001  0.010  0.010  0.027  0.822  0.079  0.950
   0.71371     -1.480179  0.002  0.000  0.001  0.001  0.010  0.010  0.024  0.823  0.073  0.946
   0.75127     -1.497711  0.002  0.000  0.001  0.001  0.011  0.011  0.024  0.825  0.070  0.943
   0.78884     -1.518482  0.003  0.000  0.001  0.001  0.011  0.011  0.022  0.827  0.065  0.939
   0.82640     -1.541899  0.003  0.000  0.001  0.001  0.010  0.010  0.020  0.829  0.062  0.935
   0.86396     -1.567247  0.000  0.007  0.000  0.000  0.350  0.350  0.052  0.000  0.017  0.776
   0.90153     -1.585382  0.000  0.007  0.000  0.000  0.347  0.347  0.048  0.000  0.016  0.767
   0.93909     -1.606533  0.000  0.008  0.000  0.000  0.345  0.345  0.044  0.000  0.015  0.757
   0.97665     -1.629392  0.000  0.008  0.000  0.000  0.342  0.342  0.039  0.000  0.013  0.746
   1.01422     -1.655650  0.000  0.008  0.000  0.000  0.341  0.341  0.035  0.000  0.012  0.736
   1.05178     -1.685746  0.000  0.008  0.000  0.000  0.339  0.339  0.031  0.000  0.010  0.728
   1.08934     -1.719689  0.000  0.008  0.000  0.000  0.338  0.338  0.027  0.000  0.009  0.721
   1.12691     -1.757652  0.000  0.008  0.000  0.000  0.338  0.338  0.024  0.000  0.008  0.717
   1.16447     -1.799507  0.000  0.008  0.000  0.000  0.341  0.341  0.020  0.000  0.006  0.717
   1.20203     -1.845275  0.000  0.007  0.000  0.000  0.345  0.345  0.018  0.000  0.006  0.722
   1.23960     -1.893607  0.006  0.000  0.000  0.000  0.012  0.012  0.007  0.814  0.019  0.870
   1.27716     -1.928988  0.006  0.000  0.001  0.001  0.016  0.016  0.004  0.806  0.012  0.863
   1.31473     -1.965823  0.005  0.000  0.001  0.001  0.028  0.028  0.002  0.789  0.007  0.861
   1.35229     -2.003366  0.004  0.000  0.001  0.001  0.058  0.058  0.001  0.744  0.003  0.870
   1.38985     -2.036665  0.004  0.000  0.000  0.000  0.142  0.142  0.000  0.606  0.002  0.898
   1.42742     -2.056314  0.004  0.000  0.000  0.000  0.264  0.264  0.000  0.393  0.000  0.925
   1.46498     -2.061734  0.004  0.000  0.000  0.000  0.309  0.309  0.000  0.309  0.000  0.933
   1.46498     -2.061734  0.004  0.000  0.000  0.000  0.309  0.309  0.000  0.309  0.000  0.933
   1.48171     -2.058635  0.004  0.000  0.000  0.000  0.308  0.308  0.000  0.308  0.000  0.928
   1.49844     -2.049784  0.005  0.000  0.000  0.000  0.302  0.302  0.000  0.302  0.000  0.913
   1.51517     -2.036315  0.004  0.000  0.000  0.000  0.296  0.296  0.000  0.296  0.000  0.894
   1.53190     -2.019747  0.005  0.000  0.000  0.000  0.288  0.288  0.000  0.288  0.000  0.873
   1.54863     -2.001085  0.005  0.000  0.000  0.000  0.283  0.283  0.000  0.283  0.000  0.855
   1.56536     -1.981473  0.005  0.001  0.001  0.001  0.277  0.277  0.000  0.277  0.000  0.839
   1.58209     -1.961637  0.006  0.001  0.001  0.001  0.272  0.272  0.000  0.272  0.000  0.827
   1.59881     -1.942065  0.007  0.001  0.001  0.001  0.269  0.269  0.000  0.269  0.000  0.818
   1.61554     -1.923067  0.009  0.001  0.001  0.001  0.266  0.266  0.000  0.266  0.000  0.811
   1.63227     -1.904824  0.010  0.001  0.001  0.001  0.264  0.264  0.000  0.264  0.000  0.805
   1.64900     -1.887377  0.011  0.001  0.001  0.001  0.263  0.263  0.000  0.263  0.000  0.803
   1.66573     -1.870917  0.012  0.001  0.001  0.001  0.262  0.262  0.000  0.262  0.000  0.801
   1.68246     -1.855317  0.014  0.001  0.001  0.001  0.261  0.261  0.000  0.261  0.000  0.799
   1.69919     -1.840586  0.015  0.000  0.000  0.000  0.260  0.260  0.000  0.260  0.000  0.799
   1.71592     -1.826685  0.016  0.000  0.000  0.000  0.261  0.261  0.000  0.261  0.000  0.800
   1.73265     -1.813569  0.017  0.000  0.000  0.000  0.260  0.260  0.000  0.260  0.000  0.801
   1.74938     -1.801191  0.019  0.000  0.000  0.000  0.260  0.260  0.000  0.260  0.000  0.802
   1.76611     -1.788644  0.021  0.000  0.000  0.000  0.260  0.260  0.000  0.260  0.000  0.803
   1.78284     -1.777649  0.022  0.000  0.000  0.000  0.261  0.261  0.000  0.261  0.000  0.805
   1.79957     -1.767256  0.023  0.000  0.000  0.000  0.261  0.261  0.000  0.261  0.000  0.805
   1.81630     -1.757368  0.024  0.000  0.000  0.000  0.261  0.261  0.000  0.261  0.000  0.807
   1.83303     -1.748272  0.025  0.000  0.000  0.000  0.261  0.261  0.000  0.261  0.000  0.809
   1.84976     -1.739411  0.026  0.000  0.000  0.000  0.261  0.261  0.000  0.261  0.000  0.811
   1.86648     -1.731169  0.026  0.000  0.000  0.000  0.261  0.261  0.000  0.261  0.000  0.812
   1.88321     -1.723417  0.027  0.000  0.000  0.000  0.262  0.262  0.000  0.262  0.000  0.813
   1.89994     -1.716146  0.028  0.000  0.000  0.000  0.262  0.262  0.000  0.262  0.000  0.815
   1.91667     -1.709357  0.029  0.000  0.000  0.000  0.263  0.263  0.000  0.263  0.000  0.816
   1.93340     -1.702923  0.030  0.000  0.000  0.000  0.262  0.262  0.000  0.262  0.000  0.817
   1.95013     -1.697109  0.030  0.000  0.000  0.000  0.262  0.262  0.000  0.262  0.000  0.818
   1.96686     -1.691790  0.030  0.000  0.000  0.000  0.263  0.263  0.000  0.263  0.000  0.819
   1.98359     -1.686837  0.030  0.000  0.000  0.000  0.263  0.263  0.000  0.263  0.000  0.820
   2.00032     -1.682620  0.031  0.000  0.000  0.000  0.263  0.263  0.000  0.263  0.000  0.821
   2.01705     -1.678870  0.031  0.000  0.000  0.000  0.264  0.264  0.000  0.264  0.000  0.821
   2.03378     -1.675672  0.032  0.000  0.000  0.000  0.264  0.264  0.000  0.264  0.000  0.822
   2.05051     -1.673202  0.032  0.000  0.000  0.000  0.264  0.264  0.000  0.264  0.000  0.823
   2.06724     -1.671128  0.032  0.000  0.000  0.000  0.264  0.264  0.000  0.264  0.000  0.823
   2.08397     -1.669642  0.032  0.000  0.000  0.000  0.263  0.263  0.000  0.263  0.000  0.823
   2.10070     -1.668902  0.032  0.000  0.000  0.000  0.264  0.264  0.000  0.264  0.000  0.823
   2.11743     -1.668603  0.032  0.000  0.000  0.000  0.264  0.264  0.000  0.264  0.000  0.824
   2.11743     -1.668603  0.032  0.000  0.000  0.000  0.264  0.264  0.000  0.264  0.000  0.824
   2.14700     -1.666674  0.032  0.000  0.000  0.000  0.265  0.259  0.000  0.265  0.000  0.823
   2.17657     -1.661251  0.032  0.000  0.000  0.000  0.270  0.246  0.001  0.270  0.002  0.821
   2.20615     -1.652007  0.031  0.000  0.000  0.000  0.277  0.224  0.001  0.277  0.004  0.816
   2.23572     -1.638396  0.030  0.000  0.000  0.000  0.287  0.198  0.002  0.287  0.008  0.811
   2.26529     -1.620452  0.028  0.000  0.000  0.000  0.295  0.170  0.004  0.295  0.012  0.805
   2.29487     -1.597607  0.027  0.000  0.000  0.001  0.303  0.142  0.006  0.303  0.018  0.799
   2.32444     -1.570027  0.025  0.000  0.000  0.001  0.309  0.115  0.008  0.309  0.023  0.790
   2.35401     -1.538117  0.022  0.000  0.000  0.001  0.314  0.092  0.010  0.314  0.028  0.782
   2.38359     -1.501913  0.020  0.000  0.000  0.003  0.319  0.072  0.010  0.319  0.030  0.773
   2.41316     -1.463598  0.018  0.000  0.000  0.003  0.323  0.055  0.010  0.323  0.030  0.764
   2.44274     -1.424185  0.015  0.000  0.000  0.004  0.330  0.042  0.008  0.330  0.025  0.755
   2.47231     -1.385696  0.012  0.000  0.000  0.006  0.338  0.031  0.005  0.338  0.016  0.748
   2.50188     -1.352138  0.010  0.000  0.000  0.008  0.349  0.022  0.002  0.349  0.006  0.746
   2.53146     -1.328391  0.009  0.000  0.000  0.008  0.353  0.019  0.002  0.353  0.006  0.752
   2.56103     -1.319033  0.009  0.000  0.000  0.008  0.345  0.023  0.010  0.345  0.030  0.770
   2.59060     -1.323995  0.010  0.000  0.000  0.008  0.324  0.029  0.024  0.324  0.074  0.793
   2.62018     -1.338170  0.011  0.000  0.000  0.006  0.303  0.036  0.038  0.303  0.116  0.816
   2.64975     -1.356420  0.012  0.000  0.000  0.005  0.289  0.040  0.049  0.289  0.148  0.833
   2.67932     -1.374234  0.013  0.000  0.000  0.004  0.283  0.043  0.056  0.283  0.166  0.846
   2.70890     -1.390180  0.013  0.000  0.000  0.003  0.282  0.044  0.059  0.282  0.176  0.858
   2.73847     -1.403205  0.013  0.000  0.000  0.003  0.283  0.045  0.060  0.283  0.179  0.866
   2.76805     -1.413044  0.013  0.000  0.000  0.002  0.288  0.046  0.059  0.288  0.177  0.874
   2.79762     -1.419747  0.013  0.000  0.000  0.002  0.294  0.047  0.057  0.294  0.171  0.880
   2.82719     -1.423435  0.012  0.000  0.000  0.001  0.302  0.049  0.054  0.302  0.163  0.885
   2.85677     -1.424711  0.011  0.000  0.000  0.001  0.310  0.051  0.051  0.310  0.154  0.890
   2.88634     -1.423698  0.011  0.001  0.001  0.001  0.318  0.054  0.048  0.318  0.144  0.895
   2.91591     -1.420982  0.010  0.001  0.001  0.001  0.327  0.056  0.045  0.327  0.133  0.899
   2.94549     -1.417030  0.009  0.001  0.001  0.001  0.335  0.058  0.041  0.335  0.123  0.902
   2.97506     -1.412187  0.008  0.001  0.001  0.000  0.343  0.060  0.038  0.343  0.112  0.906
   3.00463     -1.406840  0.008  0.001  0.001  0.000  0.351  0.063  0.034  0.351  0.102  0.911
   3.03421     -1.401465  0.008  0.001  0.001  0.000  0.358  0.065  0.031  0.358  0.093  0.914
   3.06378     -1.396089  0.007  0.001  0.001  0.000  0.364  0.068  0.028  0.364  0.084  0.918
   3.09336     -1.391070  0.006  0.001  0.001  0.000  0.371  0.071  0.025  0.371  0.076  0.922
   3.12293     -1.386352  0.006  0.001  0.001  0.000  0.376  0.072  0.023  0.376  0.070  0.925
   3.15250     -1.382437  0.006  0.001  0.001  0.000  0.380  0.075  0.021  0.380  0.064  0.930
   3.18208     -1.379201  0.005  0.001  0.001  0.000  0.385  0.078  0.020  0.385  0.058  0.933
   3.21165     -1.376674  0.005  0.001  0.001  0.000  0.389  0.080  0.018  0.389  0.053  0.937
   3.24122     -1.374632  0.006  0.001  0.001  0.000  0.392  0.083  0.017  0.392  0.049  0.939
   3.27080     -1.373435  0.005  0.001  0.001  0.000  0.395  0.086  0.015  0.395  0.045  0.943
   3.27080     -1.373435  0.005  0.001  0.001  0.000  0.395  0.086  0.015  0.395  0.045  0.943
   3.29345     -1.369138  0.005  0.001  0.001  0.000  0.393  0.088  0.015  0.393  0.045  0.940
   3.31610     -1.364568  0.005  0.001  0.001  0.000  0.390  0.091  0.015  0.390  0.044  0.938
   3.33875     -1.359808  0.006  0.001  0.001  0.000  0.388  0.095  0.015  0.388  0.043  0.935
   3.36140     -1.354948  0.006  0.001  0.001  0.000  0.385  0.099  0.014  0.385  0.042  0.933
   3.38406     -1.349809  0.005  0.001  0.001  0.000  0.382  0.103  0.013  0.382  0.040  0.929
   3.40671     -1.344659  0.005  0.001  0.001  0.000  0.380  0.108  0.013  0.380  0.038  0.927
   3.42936     -1.339254  0.006  0.001  0.001  0.000  0.376  0.114  0.012  0.376  0.037  0.924
   3.45201     -1.333696  0.006  0.001  0.001  0.000  0.373  0.121  0.011  0.373  0.035  0.921
   3.47466     -1.327914  0.007  0.001  0.001  0.000  0.369  0.128  0.011  0.369  0.033  0.918
   3.49731     -1.321962  0.007  0.001  0.001  0.000  0.365  0.134  0.011  0.365  0.031  0.916
   3.51997     -1.315781  0.007  0.001  0.001  0.000  0.362  0.142  0.010  0.362  0.029  0.913
   3.54262     -1.309442  0.008  0.001  0.001  0.000  0.359  0.147  0.009  0.359  0.026  0.911
   3.56527     -1.302670  0.008  0.001  0.001  0.000  0.357  0.152  0.008  0.357  0.023  0.909
   3.58792     -1.295651  0.009  0.001  0.001  0.001  0.356  0.156  0.007  0.356  0.021  0.906
   3.61057     -1.287980  0.010  0.001  0.001  0.001  0.357  0.154  0.006  0.357  0.018  0.905
   3.63322     -1.280298  0.011  0.001  0.001  0.001  0.363  0.144  0.005  0.363  0.015  0.904
   3.65588     -1.272596  0.012  0.001  0.001  0.001  0.377  0.121  0.004  0.377  0.012  0.904
   3.67853     -1.265648  0.013  0.001  0.001  0.001  0.400  0.080  0.003  0.400  0.008  0.905
   3.70118     -1.261143  0.014  0.001  0.001  0.001  0.424  0.037  0.001  0.424  0.004  0.908
   3.72383     -1.261143  0.014  0.001  0.001  0.001  0.424  0.037  0.001  0.424  0.004  0.908
   3.74648     -1.265648  0.013  0.001  0.001  0.001  0.400  0.080  0.003  0.400  0.008  0.905
   3.76913     -1.272596  0.012  0.001  0.001  0.001  0.377  0.121  0.004  0.377  0.012  0.904
   3.79179     -1.280298  0.011  0.001  0.001  0.001  0.363  0.144  0.005  0.363  0.015  0.904
   3.81444     -1.287980  0.010  0.001  0.001  0.001  0.357  0.154  0.006  0.357  0.018  0.905
   3.83709     -1.295651  0.009  0.001  0.001  0.001  0.356  0.156  0.007  0.356  0.021  0.906
   3.85974     -1.302670  0.008  0.001  0.001  0.000  0.357  0.152  0.008  0.357  0.023  0.909
   3.88239     -1.309442  0.008  0.001  0.001  0.000  0.359  0.147  0.009  0.359  0.026  0.911
   3.90504     -1.315781  0.007  0.001  0.001  0.000  0.362  0.142  0.010  0.362  0.029  0.913
   3.92770     -1.321962  0.007  0.001  0.001  0.000  0.365  0.134  0.011  0.365  0.031  0.916
   3.95035     -1.327914  0.007  0.001  0.001  0.000  0.369  0.128  0.011  0.369  0.033  0.918
   3.97300     -1.333696  0.006  0.001  0.001  0.000  0.373  0.121  0.011  0.373  0.035  0.921
   3.99565     -1.339254  0.006  0.001  0.001  0.000  0.376  0.114  0.012  0.376  0.037  0.924
   4.01830     -1.344659  0.005  0.001  0.001  0.000  0.380  0.108  0.013  0.380  0.038  0.927
   4.04095     -1.349809  0.005  0.001  0.001  0.000  0.382  0.103  0.013  0.382  0.040  0.929
   4.06361     -1.354948  0.006  0.001  0.001  0.000  0.385  0.099  0.014  0.385  0.042  0.933
   4.08626     -1.359808  0.006  0.001  0.001  0.000  0.388  0.095  0.015  0.388  0.043  0.935
   4.10891     -1.364568  0.005  0.001  0.001  0.000  0.390  0.091  0.015  0.390  0.044  0.938
   4.13156     -1.369138  0.005  0.001  0.001  0.000  0.393  0.088  0.015  0.393  0.045  0.940
   4.15421     -1.373435  0.005  0.001  0.001  0.000  0.395  0.086  0.015  0.395  0.045  0.943
   4.15421     -1.373435  0.005  0.001  0.001  0.000  0.395  0.086  0.015  0.395  0.045  0.943
   4.16604     -1.375308  0.006  0.001  0.001  0.000  0.397  0.084  0.014  0.397  0.044  0.944
   4.17787     -1.377071  0.005  0.001  0.001  0.000  0.398  0.084  0.014  0.398  0.044  0.947
   4.18970     -1.378725  0.005  0.000  0.000  0.000  0.400  0.083  0.014  0.400  0.044  0.948
   4.20153     -1.380320  0.005  0.000  0.000  0.000  0.402  0.083  0.014  0.402  0.043  0.949
   4.21336     -1.381765  0.005  0.000  0.000  0.000  0.403  0.082  0.014  0.403  0.043  0.951
   4.22519     -1.383132  0.005  0.000  0.000  0.000  0.404  0.081  0.014  0.404  0.042  0.952
   4.23702     -1.384374  0.005  0.000  0.000  0.000  0.406  0.081  0.014  0.406  0.042  0.953
   4.24885     -1.385522  0.005  0.000  0.000  0.000  0.407  0.080  0.014  0.407  0.042  0.954
   4.26068     -1.386569  0.005  0.000  0.000  0.000  0.408  0.079  0.013  0.408  0.041  0.955
   4.27251     -1.387519  0.005  0.000  0.000  0.000  0.409  0.079  0.013  0.409  0.041  0.956
   4.28434     -1.388373  0.005  0.000  0.000  0.000  0.410  0.078  0.013  0.410  0.040  0.958
   4.29617     -1.389131  0.005  0.000  0.000  0.000  0.411  0.078  0.013  0.411  0.039  0.959
   4.30800     -1.389793  0.005  0.000  0.000  0.000  0.412  0.078  0.013  0.412  0.039  0.959
   4.31983     -1.390361  0.005  0.000  0.000  0.000  0.412  0.078  0.013  0.412  0.039  0.960
   4.33166     -1.390877  0.006  0.000  0.000  0.000  0.413  0.077  0.013  0.413  0.039  0.960
   4.34348     -1.391265  0.006  0.000  0.000  0.000  0.413  0.077  0.013  0.413  0.038  0.961
   4.35531     -1.391553  0.006  0.000  0.000  0.000  0.414  0.077  0.013  0.414  0.038  0.961
   4.36714     -1.391761  0.006  0.000  0.000  0.000  0.414  0.077  0.013  0.414  0.038  0.962
   4.37897     -1.391855  0.006  0.000  0.000  0.000  0.414  0.076  0.013  0.414  0.038  0.962
   4.39080     -1.391855  0.006  0.000  0.000  0.000  0.414  0.076  0.013  0.414  0.038  0.962
   4.40263     -1.391761  0.006  0.000  0.000  0.000  0.414  0.077  0.013  0.414  0.038  0.962
   4.41446     -1.391553  0.006  0.000  0.000  0.000  0.414  0.077  0.013  0.414  0.038  0.961
   4.42629     -1.391265  0.006  0.000  0.000  0.000  0.413  0.077  0.013  0.413  0.038  0.961
   4.43812     -1.390878  0.006  0.000  0.000  0.000  0.413  0.077  0.013  0.413  0.039  0.960
   4.44995     -1.390361  0.005  0.000  0.000  0.000  0.412  0.078  0.013  0.412  0.039  0.960
   4.46178     -1.389793  0.005  0.000  0.000  0.000  0.412  0.078  0.013  0.412  0.039  0.959
   4.47361     -1.389131  0.005  0.000  0.000  0.000  0.411  0.078  0.013  0.411  0.039  0.959
   4.48544     -1.388373  0.005  0.000  0.000  0.000  0.410  0.078  0.013  0.410  0.040  0.958
   4.49727     -1.387519  0.005  0.000  0.000  0.000  0.409  0.079  0.013  0.409  0.041  0.956
   4.50910     -1.386569  0.005  0.000  0.000  0.000  0.408  0.079  0.013  0.408  0.041  0.955
   4.52093     -1.385522  0.005  0.000  0.000  0.000  0.407  0.080  0.014  0.407  0.042  0.954
   4.53276     -1.384374  0.005  0.000  0.000  0.000  0.406  0.081  0.014  0.406  0.042  0.953
   4.54459     -1.383132  0.005  0.000  0.000  0.000  0.404  0.081  0.014  0.404  0.042  0.952
   4.55641     -1.381765  0.005  0.000  0.000  0.000  0.403  0.082  0.014  0.403  0.043  0.951
   4.56824     -1.380320  0.005  0.000  0.000  0.000  0.402  0.083  0.014  0.402  0.043  0.949
   4.58007     -1.378725  0.005  0.000  0.000  0.000  0.400  0.083  0.014  0.400  0.044  0.948
   4.59190     -1.377071  0.005  0.001  0.001  0.000  0.398  0.084  0.014  0.398  0.044  0.947
   4.60373     -1.375308  0.006  0.001  0.001  0.000  0.397  0.084  0.014  0.397  0.044  0.944
   4.61556     -1.373435  0.005  0.001  0.001  0.000  0.395  0.086  0.015  0.395  0.045  0.943
 
# Band-Index   12
   4.61556     -0.951831  0.000  0.003  0.003  0.000  0.057  0.000  0.572  0.057  0.190  0.884
   4.60373     -0.962115  0.000  0.003  0.003  0.000  0.059  0.000  0.574  0.059  0.191  0.888
   4.59190     -0.971965  0.000  0.003  0.003  0.000  0.060  0.000  0.575  0.060  0.191  0.891
   4.58007     -0.981363  0.000  0.003  0.003  0.000  0.061  0.000  0.576  0.061  0.192  0.895
   4.56824     -0.990305  0.000  0.002  0.002  0.000  0.063  0.000  0.577  0.063  0.192  0.899
   4.55641     -0.998752  0.000  0.001  0.001  0.000  0.064  0.000  0.579  0.064  0.193  0.902
   4.54459     -1.006701  0.000  0.001  0.001  0.000  0.065  0.000  0.579  0.065  0.193  0.906
   4.53276     -1.014139  0.000  0.001  0.001  0.000  0.066  0.000  0.580  0.066  0.194  0.908
   4.52093     -1.021055  0.000  0.001  0.001  0.000  0.067  0.000  0.581  0.067  0.194  0.911
   4.50910     -1.027435  0.000  0.001  0.001  0.000  0.069  0.000  0.582  0.069  0.194  0.914
   4.49727     -1.033161  0.000  0.001  0.001  0.000  0.069  0.000  0.582  0.069  0.194  0.916
   4.48544     -1.038442  0.000  0.000  0.000  0.000  0.069  0.000  0.583  0.069  0.194  0.918
   4.47361     -1.043159  0.000  0.000  0.000  0.000  0.071  0.000  0.584  0.071  0.194  0.920
   4.46178     -1.047305  0.000  0.000  0.000  0.000  0.071  0.000  0.584  0.071  0.194  0.921
   4.44995     -1.050871  0.000  0.000  0.000  0.000  0.071  0.000  0.585  0.071  0.195  0.923
   4.43812     -1.053853  0.000  0.000  0.000  0.000  0.072  0.000  0.585  0.072  0.195  0.924
   4.42629     -1.056244  0.000  0.000  0.000  0.000  0.073  0.000  0.585  0.073  0.195  0.925
   4.41446     -1.058085  0.000  0.000  0.000  0.000  0.073  0.000  0.585  0.073  0.195  0.926
   4.40263     -1.059307  0.000  0.000  0.000  0.000  0.073  0.000  0.585  0.073  0.195  0.927
   4.39080     -1.059906  0.000  0.000  0.000  0.000  0.073  0.000  0.585  0.073  0.195  0.927
   4.37897     -1.059906  0.000  0.000  0.000  0.000  0.073  0.000  0.585  0.073  0.195  0.927
   4.36714     -1.059307  0.000  0.000  0.000  0.000  0.073  0.000  0.585  0.073  0.195  0.927
   4.35531     -1.058085  0.000  0.000  0.000  0.000  0.073  0.000  0.585  0.073  0.195  0.926
   4.34348     -1.056244  0.000  0.000  0.000  0.000  0.073  0.000  0.585  0.073  0.195  0.925
   4.33166     -1.053853  0.000  0.000  0.000  0.000  0.072  0.000  0.585  0.072  0.195  0.924
   4.31983     -1.050871  0.000  0.000  0.000  0.000  0.071  0.000  0.585  0.071  0.195  0.923
   4.30800     -1.047305  0.000  0.000  0.000  0.000  0.071  0.000  0.584  0.071  0.194  0.921
   4.29617     -1.043159  0.000  0.000  0.000  0.000  0.071  0.000  0.584  0.071  0.194  0.920
   4.28434     -1.038442  0.000  0.000  0.000  0.000  0.069  0.000  0.583  0.069  0.194  0.918
   4.27251     -1.033161  0.000  0.001  0.001  0.000  0.069  0.000  0.582  0.069  0.194  0.916
   4.26068     -1.027435  0.000  0.001  0.001  0.000  0.069  0.000  0.582  0.069  0.194  0.914
   4.24885     -1.021055  0.000  0.001  0.001  0.000  0.067  0.000  0.581  0.067  0.194  0.911
   4.23702     -1.014139  0.000  0.001  0.001  0.000  0.066  0.000  0.580  0.066  0.194  0.908
   4.22519     -1.006701  0.000  0.001  0.001  0.000  0.065  0.000  0.579  0.065  0.193  0.906
   4.21336     -0.998752  0.000  0.001  0.001  0.000  0.064  0.000  0.579  0.064  0.193  0.902
   4.20153     -0.990305  0.000  0.002  0.002  0.000  0.063  0.000  0.577  0.063  0.192  0.899
   4.18970     -0.981363  0.000  0.003  0.003  0.000  0.061  0.000  0.576  0.061  0.192  0.895
   4.17787     -0.971965  0.000  0.003  0.003  0.000  0.060  0.000  0.575  0.060  0.191  0.891
   4.16604     -0.962115  0.000  0.003  0.003  0.000  0.059  0.000  0.574  0.059  0.191  0.888
   4.15421     -0.951831  0.000  0.003  0.003  0.000  0.057  0.000  0.572  0.057  0.190  0.884
   4.15421     -0.951831  0.000  0.003  0.003  0.000  0.057  0.000  0.572  0.057  0.190  0.884
   4.13156     -0.935608  0.008  0.000  0.000  0.002  0.084  0.617  0.033  0.084  0.099  0.927
   4.10891     -0.946588  0.008  0.000  0.000  0.002  0.084  0.625  0.030  0.084  0.090  0.925
   4.08626     -0.958843  0.008  0.000  0.000  0.002  0.084  0.634  0.027  0.084  0.081  0.922
   4.06361     -0.972268  0.009  0.000  0.000  0.002  0.084  0.641  0.024  0.084  0.074  0.919
   4.04095     -0.986786  0.009  0.000  0.000  0.002  0.084  0.648  0.022  0.084  0.066  0.915
   4.01830     -1.002304  0.009  0.000  0.000  0.002  0.084  0.654  0.020  0.084  0.059  0.911
   3.99565     -1.018655  0.009  0.000  0.000  0.002  0.084  0.657  0.017  0.084  0.052  0.908
   3.97300     -1.035759  0.010  0.000  0.000  0.002  0.085  0.660  0.015  0.085  0.046  0.904
   3.95035     -1.053511  0.010  0.000  0.000  0.002  0.086  0.661  0.014  0.086  0.041  0.900
   3.92770     -1.071715  0.010  0.000  0.000  0.002  0.087  0.661  0.012  0.087  0.037  0.896
   3.90504     -1.089884  0.010  0.000  0.000  0.001  0.088  0.660  0.011  0.088  0.033  0.892
   3.88239     -1.108274  0.011  0.000  0.000  0.001  0.088  0.660  0.010  0.088  0.030  0.889
   3.85974     -1.126113  0.011  0.000  0.000  0.001  0.088  0.660  0.009  0.088  0.028  0.886
   3.83709     -1.143423  0.011  0.000  0.000  0.001  0.088  0.661  0.009  0.088  0.026  0.882
