   29.540022    -15.880179
    0.000000    -15.880179
    6.283185    -15.880179
    6.283185     13.300834
    6.283185    -15.880179
    9.424778    -15.880179
    9.424778     13.300834
    9.424778    -15.880179
   17.434299    -15.880179
   17.434299     13.300834
   17.434299    -15.880179
   24.098623    -15.880179
   24.098623     13.300834
   24.098623    -15.880179
   29.540022    -15.880179
   29.540022     13.300834
    0.000000     13.300834
    0.000000    -15.880179
    0.000000      0.000000
   29.540022      0.000000
