#K-Path  Band-1   Band-2   Band-3   Band-4      ...   Band-n
  0.0000   -9.1010   -7.9599   -6.4113   -5.5796   -5.4578   -5.0451   -4.8747   -4.4955   -4.1322   -3.7710   -2.4711   -1.2634   -1.2634   -1.1253   -1.1253   -1.0359   -0.9288   -0.6958   -0.6958   -0.3998   -0.3678   -0.2906   -0.0337   -0.0337    0.5844    0.5949    1.0795    1.0795    1.6887    1.7849    2.4939    2.6181    2.6181    2.9684    3.0902    3.5004    3.9060    3.9115    4.1079    4.2968
  0.0523   -9.0850   -7.9464   -6.4022   -5.5678   -5.4476   -5.0399   -4.8651   -4.4859   -4.1262   -3.7660   -2.4785   -1.2820   -1.2709   -1.2185   -1.2074   -0.9791   -0.8309   -0.7674   -0.6808   -0.4049   -0.3228   -0.2923   -0.0910    0.0218    0.6046    0.6532    0.9945    1.0835    1.7815    1.7892    2.4791    2.4917    2.5670    3.0804    3.0983    3.4994    3.9272    3.9310    3.9838    4.2179
  0.1046   -9.0374   -7.9061   -6.3755   -5.5336   -5.4160   -5.0272   -4.8355   -4.4568   -4.1137   -3.7452   -2.4963   -1.3587   -1.3444   -1.3363   -1.2926   -0.9355   -0.8805   -0.6866   -0.6454   -0.4647   -0.2912   -0.1985   -0.1943    0.1466    0.6328    0.7986    0.8327    1.0971    1.7980    1.9695    2.2917    2.4293    2.4405    3.0512    3.3088    3.4961    3.8133    3.9665    3.9835    4.0307
  0.1570   -8.9586   -7.8399   -6.3326   -5.4806   -5.3609   -5.0134   -4.7854   -4.4073   -4.1088   -3.6941   -2.5130   -1.4887   -1.4783   -1.4577   -1.3261   -0.9690   -0.9593   -0.6362   -0.6178   -0.4252   -0.2756   -0.2660   -0.0992    0.3006    0.6767    0.6959    0.9421    1.1252    1.7945    2.1210    2.1617    2.2508    2.3844    3.0038    3.4904    3.4964    3.6759    3.7129    4.0624    4.0867
  0.2093   -8.8493   -7.7489   -6.2765   -5.4136   -5.2795   -5.0050   -4.7180   -4.3354   -4.1240   -3.5997   -2.5136   -1.6285   -1.6099   -1.5975   -1.3678   -1.0558   -1.0352   -0.6881   -0.6280   -0.3010   -0.2748   -0.1931   -0.0853    0.4660    0.6436    0.7317    1.0293    1.1722    1.7452    2.0240    2.0654    2.3124    2.3447    2.9408    3.3890    3.4820    3.6065    3.6139    4.1581    4.1990
  0.2616   -8.7107   -7.6351   -6.2110   -5.3360   -5.1719   -5.0070   -4.6416   -4.2376   -4.1598   -3.4603   -2.4836   -1.7848   -1.7809   -1.6793   -1.4140   -1.1944   -1.1014   -0.7482   -0.6738   -0.3032   -0.1482   -0.1074   -0.0773    0.6272    0.6765    0.7920    1.0321    1.2387    1.6306    1.8940    2.0215    2.3515    2.3974    2.8668    3.0523    3.4717    3.6303    3.6357    4.2691    4.3266
  0.3139   -8.5441   -7.5009   -6.1406   -5.2492   -5.0414   -5.0224   -4.5660   -4.2090   -4.1105   -3.2810   -2.4114   -1.9569   -1.9453   -1.7296   -1.4610   -1.3453   -1.1861   -0.8023   -0.7358   -0.3155   -0.2342    0.0609    0.0625    0.7423    0.7580    0.8531    0.9750    1.3193    1.4996    1.7227    2.0798    2.4076    2.4287    2.7195    2.7898    3.4609    3.5980    3.7389    4.3953    4.4604
  0.3663   -8.3515   -7.3493   -6.0710   -5.1542   -5.0527   -4.8934   -4.4976   -4.2629   -3.9541   -3.0678   -2.2908   -2.1304   -2.1077   -1.7448   -1.5046   -1.4927   -1.2967   -0.8505   -0.7983   -0.3571   -0.3075    0.2122    0.2246    0.8012    0.8166    0.9010    0.9118    1.4011    1.4045    1.5696    2.1421    2.4053    2.4450    2.4959    2.7196    3.4522    3.5680    3.8947    4.5358    4.5941
  0.4186   -8.1348   -7.1842   -6.0075   -5.0971   -5.0545   -4.7344   -4.4380   -4.3121   -3.7729   -2.8265   -2.2973   -2.2692   -2.1217   -1.7223   -1.6298   -1.5402   -1.4298   -0.8968   -0.8507   -0.4323   -0.3615    0.3601    0.3721    0.7987    0.8302    0.8397    0.9661    1.2562    1.4660    1.5602    2.1213    2.1760    2.4774    2.6017    2.6733    3.4490    3.5892    4.0587    4.6883    4.7217
  0.4709   -7.8968   -7.0099   -5.9553   -5.1527   -4.9570   -4.5713   -4.3859   -4.3451   -3.5744   -2.5632   -2.4549   -2.4265   -1.9125   -1.7541   -1.6606   -1.5754   -1.5593   -0.9468   -0.8855   -0.5345   -0.4042    0.4695    0.4901    0.7602    0.7817    0.8620    1.0159    1.0663    1.4965    1.6541    1.8831    2.1835    2.5356    2.6669    2.7158    3.4554    3.6678    4.1997    4.8381    4.8479
  0.5232   -7.6403   -6.8320   -5.9178   -5.2150   -4.8747   -4.4169   -4.3417   -4.3399   -3.3670   -2.6013   -2.5766   -2.2855   -1.8651   -1.7237   -1.7097   -1.5601   -1.5195   -1.0068   -0.8978   -0.6520   -0.4462    0.4925    0.5747    0.6810    0.7335    0.8813    0.9928    1.0692    1.4813    1.7141    1.7613    2.1863    2.6139    2.7072    2.8323    3.4746    3.7862    4.2940    4.9366    4.9988
  0.5756   -7.3691   -6.6565   -5.8964   -5.2789   -4.8223   -4.3305   -4.2990   -4.2353   -3.1590   -2.7352   -2.7166   -2.0029   -1.9631   -1.8671   -1.6410   -1.4245   -1.3043   -1.0810   -0.8825   -0.7734   -0.4947    0.4967    0.5597    0.5859    0.5864    0.9107    1.1148    1.1406    1.4094    1.6484    1.8514    2.2033    2.6997    2.7856    2.9478    3.5072    3.9220    4.3318    5.0085    5.0488
  0.6279   -7.0873   -6.4905   -5.8899   -5.3391   -4.8031   -4.2622   -4.2605   -4.0839   -2.9574   -2.8554   -2.8444   -2.0486   -2.0005   -1.7278   -1.6226   -1.2795   -1.1535   -1.0380   -0.8904   -0.8126   -0.5515    0.3716    0.4779    0.5375    0.5392    0.9578    1.1981    1.2855    1.3332    1.6726    1.9145    2.2414    2.7791    2.8850    3.0595    3.5486    4.0576    4.3246    4.8259    5.0414
  0.6802   -6.8001   -6.3413   -5.8947   -5.3906   -4.8072   -4.2288   -4.1910   -3.9231   -2.9612   -2.9580   -2.7673   -2.1221   -2.1202   -1.6083   -1.4810   -1.3175   -1.0394   -0.9970   -0.8995   -0.6142   -0.5779    0.2245    0.3625    0.4739    0.6161    1.0239    1.1308    1.3769    1.4665    1.7489    1.9526    2.2979    2.8395    2.9902    3.1650    3.5896    4.1807    4.2953    4.5370    5.0196
  0.7325   -6.5144   -6.2163   -5.9055   -5.4290   -4.8248   -4.1981   -4.1463   -3.7459   -3.0562   -3.0518   -2.5911   -2.2242   -2.1840   -1.6004   -1.4941   -1.2256   -1.0897   -0.8550   -0.8447   -0.6779   -0.2513    0.1317    0.2490    0.4267    0.7331    1.0358    1.1054    1.4497    1.6411    1.8545    1.9797    2.3655    2.8713    3.0919    3.2609    3.6184    4.2649    4.2801    4.2835    4.9239
  0.7849   -6.2428   -6.1211   -5.9119   -5.4514   -4.8529   -4.1698   -4.1361   -3.5502   -3.1377   -3.1267   -2.4293   -2.3107   -2.2345   -1.6740   -1.6073   -1.1662   -1.0352   -0.8072   -0.7374   -0.6984    0.0711    0.1072    0.1454    0.4039    0.8815    0.9766    1.1956    1.5096    1.7764    1.9667    2.0324    2.4360    2.8715    3.1889    3.3453    3.6244    4.0723    4.2457    4.3620    4.7342
  0.8372   -6.0570   -6.0407   -5.8633   -5.4585   -4.8933   -4.1559   -4.1445   -3.3387   -3.2019   -3.1854   -2.3788   -2.2818   -2.2738   -1.8837   -1.6354   -1.2257   -0.8780   -0.7883   -0.7776   -0.5967    0.0581    0.1473    0.3040    0.4336    0.9865    1.0463    1.2857    1.5547    1.8304    2.0628    2.1546    2.5013    2.8455    3.2886    3.4192    3.6027    3.9169    4.2402    4.4164    4.4770
  0.8895   -6.0196   -5.9991   -5.6768   -5.4553   -4.9502   -4.1919   -4.1239   -3.2481   -3.2276   -3.1165   -2.4279   -2.3020   -2.1496   -2.1100   -1.6853   -1.2679   -0.8270   -0.7605   -0.7535   -0.5465   -0.0077    0.2190    0.3216    0.5872    1.0794    1.2047    1.3647    1.5859    1.8339    2.1252    2.3082    2.5541    2.8070    3.4060    3.4860    3.5609    3.8088    4.2174    4.2442    4.4500
  0.9418   -6.0016   -5.9993   -5.4904   -5.4493   -5.0226   -4.2253   -4.1103   -3.2760   -3.2530   -2.8944   -2.4575   -2.3368   -2.3189   -2.0398   -1.7478   -1.2930   -0.8511   -0.7366   -0.6866   -0.5274   -0.0486    0.2798    0.3024    0.6841    1.2024    1.3256    1.4198    1.6041    1.8225    2.1497    2.4350    2.5886    2.7734    3.4972    3.5556    3.5735    3.7337    3.9753    4.2504    4.3838
