 #Energy    XX(cm^-1)       YY(cm^-1)      ZZ(cm^-1)       XY(cm^-1)       YZ(cm^-1)       XZ(cm^-1)
  6.7144  0.16777099E+07  0.16777099E+07  0.16777099E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  6.7443  0.16847827E+07  0.16847827E+07  0.16847827E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  6.7741  0.16925167E+07  0.16925167E+07  0.16925167E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  6.8039  0.16996337E+07  0.16996337E+07  0.16996337E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  6.8338  0.17048531E+07  0.17048531E+07  0.17048531E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  6.8636  0.17069617E+07  0.17069617E+07  0.17069617E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  6.8935  0.17051918E+07  0.17051918E+07  0.17051918E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  6.9233  0.16991035E+07  0.16991035E+07  0.16991035E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  6.9531  0.16888121E+07  0.16888121E+07  0.16888121E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  6.9830  0.16749746E+07  0.16749746E+07  0.16749746E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.0128  0.16586153E+07  0.16586153E+07  0.16586153E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.0427  0.16411906E+07  0.16411906E+07  0.16411906E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.0725  0.16241980E+07  0.16241980E+07  0.16241980E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.1024  0.16092364E+07  0.16092364E+07  0.16092364E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.1322  0.15975190E+07  0.15975190E+07  0.15975190E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.1620  0.15899966E+07  0.15899966E+07  0.15899966E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.1919  0.15871113E+07  0.15871113E+07  0.15871113E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.2217  0.15887065E+07  0.15887065E+07  0.15887065E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.2516  0.15942471E+07  0.15942471E+07  0.15942471E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.2814  0.16026612E+07  0.16026612E+07  0.16026612E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.3112  0.16127295E+07  0.16127295E+07  0.16127295E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.3411  0.16230724E+07  0.16230724E+07  0.16230724E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.3709  0.16323765E+07  0.16323765E+07  0.16323765E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.4008  0.16397149E+07  0.16397149E+07  0.16397149E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.4306  0.16444880E+07  0.16444880E+07  0.16444880E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.4605  0.16467209E+07  0.16467209E+07  0.16467209E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.4903  0.16468341E+07  0.16468341E+07  0.16468341E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.5201  0.16455628E+07  0.16455628E+07  0.16455628E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.5500  0.16438209E+07  0.16438209E+07  0.16438209E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.5798  0.16422725E+07  0.16422725E+07  0.16422725E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.6097  0.16413022E+07  0.16413022E+07  0.16413022E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.6395  0.16408254E+07  0.16408254E+07  0.16408254E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.6694  0.16404297E+07  0.16404297E+07  0.16404297E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.6992  0.16395360E+07  0.16395360E+07  0.16395360E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.7290  0.16375292E+07  0.16375292E+07  0.16375292E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.7589  0.16340292E+07  0.16340292E+07  0.16340292E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.7887  0.16288566E+07  0.16288566E+07  0.16288566E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.8186  0.16221168E+07  0.16221168E+07  0.16221168E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.8484  0.16140648E+07  0.16140648E+07  0.16140648E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.8782  0.16050813E+07  0.16050813E+07  0.16050813E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.9081  0.15956121E+07  0.15956121E+07  0.15956121E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.9379  0.15860472E+07  0.15860472E+07  0.15860472E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.9678  0.15768194E+07  0.15768194E+07  0.15768194E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  7.9976  0.15683871E+07  0.15683871E+07  0.15683871E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.0275  0.15612469E+07  0.15612469E+07  0.15612469E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.0573  0.15558319E+07  0.15558319E+07  0.15558319E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.0871  0.15525851E+07  0.15525851E+07  0.15525851E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.1170  0.15517896E+07  0.15517896E+07  0.15517896E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.1468  0.15534633E+07  0.15534633E+07  0.15534633E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.1767  0.15573944E+07  0.15573944E+07  0.15573944E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.2065  0.15630959E+07  0.15630959E+07  0.15630959E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.2363  0.15699528E+07  0.15699528E+07  0.15699528E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.2662  0.15773063E+07  0.15773063E+07  0.15773063E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.2960  0.15844576E+07  0.15844576E+07  0.15844576E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.3259  0.15909316E+07  0.15909316E+07  0.15909316E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.3557  0.15963235E+07  0.15963235E+07  0.15963235E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.3856  0.16005269E+07  0.16005269E+07  0.16005269E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.4154  0.16035361E+07  0.16035361E+07  0.16035361E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.4452  0.16054585E+07  0.16054585E+07  0.16054585E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.4751  0.16065409E+07  0.16065409E+07  0.16065409E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.5049  0.16068780E+07  0.16068780E+07  0.16068780E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.5348  0.16066000E+07  0.16066000E+07  0.16066000E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.5646  0.16056898E+07  0.16056898E+07  0.16056898E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.5944  0.16041519E+07  0.16041519E+07  0.16041519E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.6243  0.16019218E+07  0.16019218E+07  0.16019218E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.6541  0.15990121E+07  0.15990121E+07  0.15990121E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.6840  0.15956450E+07  0.15956450E+07  0.15956450E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.7138  0.15921067E+07  0.15921067E+07  0.15921067E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.7437  0.15889075E+07  0.15889075E+07  0.15889075E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.7735  0.15865478E+07  0.15865478E+07  0.15865478E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.8033  0.15854167E+07  0.15854167E+07  0.15854167E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.8332  0.15857283E+07  0.15857283E+07  0.15857283E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.8630  0.15872524E+07  0.15872524E+07  0.15872524E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.8929  0.15895539E+07  0.15895539E+07  0.15895539E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.9227  0.15917728E+07  0.15917728E+07  0.15917728E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  8.9525  0.15931081E+07  0.15931081E+07  0.15931081E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
