 #Energy       XX              YY             ZZ              XY              YZ              XZ       
  8.4751  0.14074054E+00  0.14074054E+00  0.14074054E+00             NaN             NaN             NaN
  8.5049  0.14018141E+00  0.14018141E+00  0.14018141E+00             NaN             NaN             NaN
  8.5348  0.13975629E+00  0.13975629E+00  0.13975629E+00             NaN             NaN             NaN
  8.5646  0.13945345E+00  0.13945345E+00  0.13945345E+00             NaN             NaN             NaN
  8.5944  0.13929846E+00  0.13929846E+00  0.13929846E+00             NaN             NaN             NaN
  8.6243  0.13934079E+00  0.13934079E+00  0.13934079E+00             NaN             NaN             NaN
  8.6541  0.13964034E+00  0.13964034E+00  0.13964034E+00             NaN             NaN             NaN
  8.6840  0.14022525E+00  0.14022525E+00  0.14022525E+00             NaN             NaN             NaN
  8.7138  0.14108297E+00  0.14108297E+00  0.14108297E+00             NaN             NaN             NaN
  8.7437  0.14213254E+00  0.14213254E+00  0.14213254E+00             NaN             NaN             NaN
  8.7735  0.14319261E+00  0.14319261E+00  0.14319261E+00             NaN             NaN             NaN
  8.8033  0.14405094E+00  0.14405094E+00  0.14405094E+00             NaN             NaN             NaN
  8.8332  0.14449283E+00  0.14449283E+00  0.14449283E+00             NaN             NaN             NaN
  8.8630  0.14435220E+00  0.14435220E+00  0.14435220E+00             NaN             NaN             NaN
  8.8929  0.14358265E+00  0.14358265E+00  0.14358265E+00             NaN             NaN             NaN
  8.9227  0.14227839E+00  0.14227839E+00  0.14227839E+00             NaN             NaN             NaN
  8.9525  0.14064660E+00  0.14064660E+00  0.14064660E+00             NaN             NaN             NaN
