    0.000000     -8.271699
    0.813119     -8.271699
    0.813119     17.509779
    0.813119     -8.271699
    1.808983     -8.271699
    1.808983     17.509779
    1.808983     -8.271699
    2.958907     -8.271699
    2.958907     17.509779
    2.958907     -8.271699
    3.533869     -8.271699
    3.533869     17.509779
    3.533869     -8.271699
    4.108831     -8.271699
    4.108831     17.509779
    0.000000     17.509779
    0.000000     -8.271699
    0.000000      0.000000
    4.108831      0.000000
